"true_model","true_slope","true_nknots","bic_true_model","flasso","slope_flasso","nknots_flasso","bic_flasso","adaflasso","slope_adaflasso","nknots_adaflasso","bic_adaflasso","iter2flasso","slope_iter2flasso","nknots_iter2flasso","bic_iter2flasso","iter3flasso","slope_iter3flasso","nknots_iter3flasso","bic_iter3flasso","iter4flasso","slope_iter4flasso","nknots_iter4flasso","bic_iter4flasso","iter5flasso","slope_iter5flasso","nknots_iter5flasso","bic_iter5flasso","iter6flasso","slope_iter6flasso","nknots_iter6flasso","bic_iter6flasso","iter7flasso","slope_iter7flasso","nknots_iter7flasso","bic_iter7flasso","iter8flasso","slope_iter8flasso","nknots_iter8flasso","bic_iter8flasso","iter9flasso","slope_iter9flasso","nknots_iter9flasso","bic_iter9flasso","iter10flasso","slope_iter10flasso","nknots_iter10flasso","bic_iter10flasso","PELT","nknots_PELT","bic_PELT","knots_BS","nknots_BS","bic_BS","knots_WBS","nknots_WBS","bic_WBS"
NA,0.005,3,6945.06206616856,NA,0.00499157648143231,0,6942.22451600596,NA,0.00499157648961776,0,6942.22451600597,NA,0.00499157648643453,0,6942.22451600597,NA,0.00499157648870827,0,6942.22451600596,NA,0.00499157648416079,0,6942.22451600595,NA,0.00499157648279655,0,6942.22451600596,NA,0.00499157648779877,0,6942.22451600596,NA,0.00499157649052726,0,6942.22451600597,NA,0.00499157649461998,0,6942.22451600597,NA,0.00499157647915857,0,6942.22451600594,NA,0.00499157647506585,0,6942.22451600596,"169,331,507,655,836,940",6,107.644779771764,"125,265,352,507,561,725,940",7,113.740910024039,"125,265,352,507,561,725,940",7,113.740910024039
NA,0.005,3,6956.53945661122,NA,0.00505598023894556,0,6956.0276517538,NA,0.00505598023519389,0,6956.02765175381,NA,0.00505598023530758,0,6956.0276517538,NA,0.00505598023212435,0,6956.0276517538,NA,0.00505598023485283,0,6956.0276517538,NA,0.00505598023326121,0,6956.0276517538,NA,0.00505598023803606,0,6956.02765175381,NA,0.00505598023701288,0,6956.0276517538,NA,0.00505598023576232,0,6956.0276517538,NA,0.0050559802342844,0,6956.0276517538,NA,0.00505598023724025,0,6956.02765175381,"190,311,413,577,729,924",6,124.511845870998,"132,269,413,487,577,729,924",7,135.251748675131,"132,269,487,577,729,924",6,134.927154428646
NA,0.005,3,6870.48172432983,NA,0.0048107168723325,0,6866.0071927595,NA,0.00481071687608416,0,6866.0071927595,NA,0.00481071687165038,0,6866.00719275949,NA,0.00481071687426517,0,6866.0071927595,NA,0.00481071687449255,0,6866.00719275949,NA,0.00481071687437886,0,6866.0071927595,NA,0.00481071687346937,0,6866.00719275949,NA,0.00481071687244619,0,6866.00719275949,NA,0.00481071687358305,0,6866.0071927595,NA,0.00481071687381043,0,6866.00719275949,NA,0.00481071687346937,0,6866.0071927595,"172,350,491,654,832",5,20.2539287867811,"199,350,491,694,832",5,24.7181054838961,"199,369,491,694,832",5,25.1947232457001
NA,0.005,3,7005.75332120374,NA,0.00513425301573444,0,7003.62905053012,NA,0.00513425300777636,0,7003.6290505301,NA,0.00513425300845848,0,7003.6290505301,NA,0.0051342530091406,0,7003.6290505301,NA,0.00513425300959535,0,7003.6290505301,NA,0.00513425300754899,0,7003.6290505301,NA,0.00513425300800373,0,7003.6290505301,NA,0.00513425300891323,0,7003.6290505301,NA,0.00513425301050485,0,7003.6290505301,NA,0.00513425300573,0,7003.6290505301,NA,0.0051342530143702,0,7003.62905053011,"132,263,431,560,746,882",6,168.766012596198,"132,222,364,484,637,746,882",7,180.352668697817,"132,222,484,637,746,938",6,183.373395253742
NA,0.005,3,6923.45438745989,NA,0.00479714374853349,0,6920.00128461921,NA,0.00479714374694188,0,6920.0012846192,NA,0.0047971437519441,0,6920.0012846192,NA,0.00479714374841981,0,6920.00128461921,NA,0.00479714374432708,0,6920.00128461922,NA,0.0047971437510346,0,6920.0012846192,NA,0.00479714375376309,0,6920.0012846192,NA,0.00479714374523657,0,6920.00128461921,NA,0.00479714374557763,0,6920.00128461922,NA,0.00479714374876087,0,6920.00128461921,NA,0.00479714374921561,0,6920.0012846192,"177,371,542,744,877",5,77.9875424553627,"163,302,371,506,662,790,935",7,85.2533212428894,"163,302,371,506,662,790,877",7,86.9016075906243
NA,0.005,3,6843.6023259867,NA,0.00500698373060555,0,6841.7180669886,NA,0.0050069837344709,0,6841.71806698861,NA,0.00500698373401616,0,6841.71806698861,NA,0.00500698374902282,0,6841.71806698859,NA,0.00500698373515302,0,6841.7180669886,NA,0.00500698373651727,0,6841.7180669886,NA,0.00500698374606696,0,6841.71806698859,NA,0.00500698373594883,0,6841.7180669886,NA,0.00500698372946868,0,6841.71806698861,NA,0.0050069837470333,0,6841.71806698859,NA,0.00500698374640802,0,6841.71806698859,"43,181,341,524,684,902",6,-8.76949591186478,"43,181,341,524,683,815,902",7,-5.02635599764326,"43,181,341,524,683,815,902",7,-5.02635599764326
NA,0.005,3,6873.80815984286,NA,0.00510795737599074,0,6872.67459542294,NA,0.00510795737852027,0,6872.67459542294,NA,0.00510795737428544,0,6872.67459542293,NA,0.00510795737144327,0,6872.67459542292,NA,0.0051079573763318,0,6872.67459542294,NA,0.00510795737354647,0,6872.67459542294,NA,0.00510795737707077,0,6872.67459542294,NA,0.00510795737326226,0,6872.67459542293,NA,0.00510795737167064,0,6872.67459542293,NA,0.00510795737618969,0,6872.67459542294,NA,0.00510795737402964,0,6872.67459542294,"159,329,487,671,736,867",6,37.9882694819583,"84,182,329,487,671,736,867",7,40.925823427189,"50,182,329,487,671,736,867",7,42.5745514833326
NA,0.005,3,6907.01867420569,NA,0.00480869167442284,0,6903.91231306293,NA,0.00480869167362704,0,6903.91231306294,NA,0.00480869167419547,0,6903.91231306293,NA,0.00480869167163752,0,6903.91231306293,NA,0.00480869167504812,0,6903.91231306293,NA,0.00480869167203542,0,6903.91231306293,NA,0.0048086916730586,0,6903.91231306293,NA,0.00480869167214911,0,6903.91231306294,NA,0.00480869167237648,0,6903.91231306294,NA,0.00480869167146699,0,6903.91231306294,NA,0.00480869167669658,0,6903.91231306293,"135,341,515,668,838",5,68.9318315743379,"135,242,342,515,634,741,878",7,79.753147469503,"135,242,342,515,634,741,878",7,79.753147469503
NA,0.005,3,6871.25320553241,NA,0.00506513954845874,0,6870.85312396715,NA,0.00506513954641238,0,6870.85312396715,NA,0.00506513954391127,0,6870.85312396715,NA,0.00506513955073248,0,6870.85312396715,NA,0.00506513954732187,0,6870.85312396716,NA,0.0050651395470945,0,6870.85312396714,NA,0.00506513955527995,0,6870.85312396714,NA,0.00506513954436602,0,6870.85312396716,NA,0.00506513954663975,0,6870.85312396714,NA,0.0050651395436839,0,6870.85312396715,NA,0.00506513954459339,0,6870.85312396716,"133,249,419,552,718,938",6,29.1328875684396,"99,180,249,419,552,718,938",7,37.8997318520915,"112,180,249,419,552,718,938",7,38.1716841895931
NA,0.005,3,6877.85112727912,NA,0.00495895935843237,0,6876.84444956049,NA,0.00495895933796874,0,6876.84444956054,NA,0.00495895934251621,0,6876.84444956053,NA,0.00495895935070166,0,6876.84444956051,NA,0.00495895934297096,0,6876.84444956054,NA,0.00495895933614975,0,6876.84444956054,NA,0.00495895933751399,0,6876.84444956052,NA,0.00495895933796874,0,6876.84444956054,NA,0.00495895933933298,0,6876.84444956053,NA,0.00495895933296652,0,6876.84444956054,NA,0.00495895933751399,0,6876.84444956054,"50,197,387,538,636,835",6,33.602318994177,"50,197,387,538,636,835",6,33.602318994177,"50,197,387,538,622,835",6,34.9778495291199
NA,0.005,3,6923.80070709615,NA,0.00494536707160541,0,6922.75244644833,NA,0.00494536708160985,0,6922.7524464483,NA,0.00494536707933611,0,6922.75244644831,NA,0.00494536708797631,0,6922.75244644829,NA,0.00494536708411096,0,6922.7524464483,NA,0.00494536708911318,0,6922.75244644827,NA,0.00494536708047298,0,6922.7524464483,NA,0.00494536708479308,0,6922.75244644831,NA,0.00494536708342884,0,6922.7524464483,NA,0.00494536707615288,0,6922.75244644832,NA,0.00494536708047298,0,6922.7524464483,"189,303,463,715,870",5,72.2319536758434,"257,463,581,777,887",5,81.3068427785596,"257,463,581,777,887",5,81.3068427785596
NA,0.005,3,7006.69576799557,NA,0.00502794117821027,0,7006.34682312127,NA,0.00502794118366724,0,7006.34682312125,NA,0.00502794118230299,0,7006.34682312128,NA,0.00502794116775108,0,7006.34682312131,NA,0.00502794118685047,0,7006.34682312126,NA,0.00502794117457229,0,7006.3468231213,NA,0.00502794117775552,0,7006.34682312129,NA,0.00502794118093875,0,7006.34682312127,NA,0.00502794119458117,0,7006.34682312122,NA,0.0050279411900337,0,7006.34682312122,NA,0.00502794118002926,0,7006.34682312126,"103,235,353,548,645,858",6,160.981462744341,"103,235,353,548,614,782,902",7,167.206423625422,"103,235,353,548,782,902",6,166.716499904984
NA,0.005,3,6910.79854194666,NA,0.00505827307975717,0,6910.05699773998,NA,0.00505827307668763,0,6910.05699773999,NA,0.00505827307805187,0,6910.05699773999,NA,0.00505827308208775,0,6910.05699773998,NA,0.00505827307867714,0,6910.05699773999,NA,0.0050582730773129,0,6910.05699773999,NA,0.00505827307981401,0,6910.05699773998,NA,0.00505827308043929,0,6910.05699773998,NA,0.00505827307879083,0,6910.05699773998,NA,0.00505827307674447,0,6910.05699773999,NA,0.00505827307685816,0,6910.05699773999,"141,282,460,601,715,909",6,73.3172379635377,"137,233,325,528,632,822,909",7,86.1800566904312,"137,233,325,528,632,822,909",7,86.1800566904312
NA,0.005,3,6939.96306837161,NA,0.00503302125849609,0,6934.54343545317,NA,0.00503302126076983,0,6934.54343545318,NA,0.00503302125917821,0,6934.54343545317,NA,0.00503302125508549,0,6934.54343545317,NA,0.00503302126167933,0,6934.54343545317,NA,0.00503302124826428,0,6934.54343545317,NA,0.0050330212609972,0,6934.54343545318,NA,0.00503302125940559,0,6934.54343545317,NA,0.00503302126395306,0,6934.54343545318,NA,0.00503302125622236,0,6934.54343545318,NA,0.00503302126759104,0,6934.54343545318,"96,254,420,645,765,943",6,89.1999561662619,"96,254,420,520,645,765,943",7,93.7410231747538,"96,254,420,520,645,765,943",7,93.7410231747538
NA,0.005,3,6935.8440612856,NA,0.00490722452010452,0,6935.13424032994,NA,0.00490722452010452,0,6935.13424032994,NA,0.00490722452055927,0,6935.13424032994,NA,0.00490722451692129,0,6935.13424032993,NA,0.00490722452146877,0,6935.13424032994,NA,0.00490722452146877,0,6935.13424032994,NA,0.00490722451874028,0,6935.13424032993,NA,0.00490722451737604,0,6935.13424032994,NA,0.00490722452010452,0,6935.13424032994,NA,0.00490722452055927,0,6935.13424032994,NA,0.00490722452146877,0,6935.13424032994,"161,318,494,701,888",5,70.0039917764722,"110,270,322,494,701,850,933",7,83.1903000625656,"110,270,322,494,701,850,933",7,83.1903000625656
NA,0.005,3,6875.58630406242,NA,0.00483666415047419,0,6873.18374958245,NA,0.00483666415888701,0,6873.18374958245,NA,0.00483666416002388,0,6873.18374958245,NA,0.00483666416820934,0,6873.18374958246,NA,0.00483666416911883,0,6873.18374958246,NA,0.00483666415820489,0,6873.18374958245,NA,0.00483666415456691,0,6873.18374958245,NA,0.00483666416866408,0,6873.18374958245,NA,0.00483666416479873,0,6873.18374958246,NA,0.00483666416525348,0,6873.18374958245,NA,0.0048366641572954,0,6873.18374958245,"115,271,442,594,752,928",6,23.4344362621543,"115,249,442,594,752,928",6,29.6143187883458,"115,249,442,594,752,928",6,29.6143187883458
NA,0.005,3,6963.12390083382,NA,0.00488759354726617,0,6962.1125161411,NA,0.00488759354885778,0,6962.1125161411,NA,0.0048875935504494,0,6962.1125161411,NA,0.00488759355431475,0,6962.11251614111,NA,0.00488759354885778,0,6962.1125161411,NA,0.0048875935504494,0,6962.11251614111,NA,0.00488759354908516,0,6962.1125161411,NA,0.00488759354931253,0,6962.1125161411,NA,0.00488759354885778,0,6962.1125161411,NA,0.00488759354749354,0,6962.11251614111,NA,0.00488759355226839,0,6962.1125161411,"43,242,328,527,599,730,867",7,118.96906680096,"43,242,328,527,599,808,924",7,124.05930978255,"43,242,328,527,599,808,924",7,124.05930978255
NA,0.005,3,6916.51478683186,NA,0.00502563010722969,0,6916.27609186085,NA,0.00502563012451009,0,6916.27609186086,NA,0.00502563011473302,0,6916.27609186085,NA,0.00502563011791625,0,6916.27609186085,NA,0.0050256301217816,0,6916.27609186085,NA,0.00502563011473302,0,6916.27609186085,NA,0.00502563012291847,0,6916.27609186086,NA,0.00502563011154979,0,6916.27609186085,NA,0.00502563011200453,0,6916.27609186085,NA,0.0050256301174615,0,6916.27609186086,NA,0.00502563012496483,0,6916.27609186085,"241,376,534,731,875",5,59.8321074989762,"187,270,376,534,740,878",6,66.4745890934235,"187,270,376,534,740,878",6,66.4745890934235
