"true_model","bic_true_model","nknots_PELT","bic_PELT","nknots_BS","bic_BS","nknots_WBS","bic_WBS","nknots_flasso","bic_flasso","nknots_adaflasso","bic_adaflasso","best_iter","nknots_best_iter","min_bic_flasso"
NA,6901.71228149713,6,42.8786115635869,7,47.7706179256456,7,47.7706179256456,0,6900.55432865139,0,6900.55432865137,1,0,6900.55433
NA,6935.52677673116,6,94.2181177818729,7,95.1491570372986,7,95.1491570372986,0,6933.74180180784,0,6933.74180180787,1,0,6933.7418
NA,6893.59698082927,6,42.6148518154943,6,47.0778684860534,6,47.0778684860534,0,6885.4026768428,0,6885.40267684281,1,0,6885.40268
NA,6843.71093667932,6,-7.27659078729249,5,-0.180525638422679,5,-0.180525638422679,0,6841.42831738713,0,6841.42831738712,1,0,6841.42832
NA,6964.93877351603,6,119.402791848918,7,127.111231797741,7,127.121238308838,0,6961.06723326567,0,6961.06723326567,1,0,6961.06723
NA,6871.20752598318,6,28.3433401253357,6,29.7461572861766,6,29.7461572861766,0,6867.77289661811,0,6867.77289661811,1,0,6867.7729
NA,6892.40144417217,6,40.9888177767169,6,42.3114181695768,6,43.43052289532,0,6891.25944286631,0,6891.25944286631,1,0,6891.25944
NA,6935.58978904419,5,88.8523922465258,7,96.5269950635592,7,96.5269950635592,0,6934.24002591637,0,6934.24002591637,1,0,6934.24003
NA,6951.17820230017,5,93.6080451430072,7,108.505440518442,7,108.549675543069,0,6950.71709766452,0,6950.71709766451,1,0,6950.7171
NA,6968.82711983495,6,116.827756784577,6,119.443301843174,6,119.443301843174,0,6968.01103885821,0,6968.0110388582,1,0,6968.01104
NA,6939.72091921197,6,88.6592262311395,7,97.2920690025441,8,103.072033339751,0,6935.87627327929,0,6935.8762732793,1,0,6935.87627
NA,6948.24297521549,6,101.412386546741,6,109.005651910964,6,109.005651910964,0,6948.19924961435,0,6948.19924961435,1,0,6948.19925
NA,6878.99158528553,6,37.2618571784422,7,37.3934858717487,7,39.4635079316202,0,6873.64332406134,0,6873.64332406134,1,0,6873.64332
NA,6983.1767680405,6,141.465293699415,7,149.589673523624,7,149.589673523624,0,6980.51554312331,0,6980.51554312331,1,0,6980.51554
NA,6842.22649950269,6,4.02518667552788,7,5.25029284015486,7,5.25029284015486,0,6841.54673656856,0,6841.54673656856,1,0,6841.54674
NA,6990.26605707619,6,140.751812290008,6,143.345304332494,6,143.345304332494,0,6989.23488454162,0,6989.23488454163,1,0,6989.23488
NA,6911.79674257902,7,64.3926375857159,7,73.2617490610799,7,73.2617490610799,0,6909.92228461088,0,6909.92228461087,1,0,6909.92228
NA,6886.01452695012,6,17.9298718098429,7,26.5140621485589,7,26.643268223612,0,6885.75078736403,0,6885.75078736402,1,0,6885.75079
NA,6965.27304804619,6,103.662811998765,6,103.662811998765,6,103.662811998765,0,6958.11186084892,0,6958.11186084893,1,0,6958.11186
NA,6890.91547263159,6,35.8097175656765,6,41.8266072384388,6,43.8814148828847,0,6890.31483139946,0,6890.31483139945,1,0,6890.31483
