"true_model","true_nknots","bic_true_model","true.season","flasso","nknots_flasso","bic_flasso","season_flasso","adaflasso","nknots_adaflasso","bic_adaflasso","season_adaflasso","iter2flasso","nknots_iter2flasso","bic_iter2flasso","season_iter2flasso","iter3flasso","nknots_iter3flasso","bic_iter3flasso","season_iter3flasso","iter4flasso","nknots_iter4flasso","bic_iter4flasso","season_iter4flasso","iter5flasso","nknots_iter5flasso","bic_iter5flasso","season_iter5flasso","iter6flasso","nknots_iter6flasso","bic_iter6flasso","season_iter6flasso"
NA,3,-5.37898010101831,"-0.672016547173111,0.325378986815919,0.234174507823303,0.758044404602274,-0.0552622676380844,0.139171674771584,-0.08380070198594,0.229861074675899,-0.595845044719324,-0.0434705320558043,0.137489932829127,-0.373725487945844",NA,0,-11.8627421970724,"-0.766554124764256,0.0946790652503331,0.146347465044916,0.789250151911208,0.111969119101672,0.267974223176813,-0.0735074108100016,0.286131310814215,-0.604343032669926,-0.0667590453377855,0.117925574028767",NA,0,-11.8627421970726,"-0.766554124764251,0.0946790652503078,0.146347465044864,0.789250151911205,0.111969119101551,0.26797422317672,-0.0735074108100513,0.286131310814305,-0.604343032669818,-0.0667590453378348,0.117925574028817",NA,0,-11.8627421970746,"-0.766554124764241,0.0946790652503061,0.146347465044827,0.789250151911166,0.111969119101593,0.267974223176852,-0.0735074108100997,0.286131310814299,-0.604343032669808,-0.0667590453378134,0.117925574028761",NA,0,-11.8627421970743,"-0.766554124764265,0.0946790652502762,0.146347465044914,0.789250151911188,0.111969119101549,0.267974223176753,-0.0735074108100129,0.286131310814302,-0.60434303266977,-0.0667590453378105,0.117925574028678",NA,0,-11.8627421970742,"-0.766554124764248,0.0946790652502787,0.146347465044851,0.789250151911135,0.111969119101565,0.267974223176792,-0.0735074108100192,0.286131310814235,-0.604343032669777,-0.0667590453377449,0.117925574028764",NA,0,-11.8627421970733,"-0.766554124764266,0.0946790652502647,0.146347465044876,0.789250151911129,0.111969119101525,0.267974223176864,-0.073507410810045,0.286131310814184,-0.604343032669757,-0.0667590453377447,0.117925574028832",NA,0,-11.8627421970742,"-0.76655412476421,0.094679065250271,0.146347465044896,0.78925015191117,0.111969119101577,0.267974223176798,-0.0735074108099876,0.28613131081422,-0.604343032669751,-0.0667590453378112,0.117925574028712"
NA,3,112.854806847433,"-0.622914798348953,0.430139665799718,0.0911291884713455,-0.415884856317628,-0.0894847726187945,0.418426020063977,0.264743612180908,-0.648516481253358,0.0679021241437882,1.26125875905088,0.206474080197823,-0.963272541369702",NA,0,103.000621337422,"-0.804459298762277,0.47657681951392,0.0177340664851657,-0.384233869159444,-0.183026031545569,0.356806522986258,0.203749638159108,-0.461456669835948,0.134706874343008,1.48293634073617,0.163221479102073",NA,0,103.000621337421,"-0.804459298762309,0.476576819513976,0.0177340664851741,-0.384233869159396,-0.183026031545532,0.35680652298632,0.203749638159057,-0.461456669835894,0.134706874342955,1.48293634073607,0.163221479102061",NA,0,103.000621337423,"-0.804459298762302,0.476576819513887,0.0177340664851443,-0.384233869159369,-0.183026031545524,0.356806522986258,0.203749638159085,-0.46145666983589,0.134706874343013,1.48293634073612,0.163221479102077",NA,0,103.000621337422,"-0.80445929876227,0.476576819513964,0.0177340664851241,-0.384233869159388,-0.183026031545496,0.356806522986244,0.203749638159096,-0.461456669835909,0.134706874342995,1.48293634073613,0.163221479102008",NA,0,103.000621337419,"-0.804459298762238,0.476576819513925,0.0177340664851089,-0.384233869159361,-0.183026031545549,0.356806522986212,0.20374963815912,-0.461456669835932,0.134706874343013,1.48293634073615,0.163221479102062",NA,0,103.000621337419,"-0.804459298762236,0.476576819513879,0.0177340664851014,-0.384233869159359,-0.183026031545511,0.356806522986273,0.203749638159089,-0.461456669835927,0.134706874342987,1.48293634073605,0.16322147910211",NA,0,103.000621337421,"-0.804459298762311,0.476576819513892,0.0177340664851596,-0.384233869159338,-0.183026031545489,0.356806522986208,0.203749638159102,-0.461456669835912,0.134706874343018,1.48293634073612,0.16322147910206"
NA,3,68.9067511845824,"1.45141021033732,-0.924365961848542,-1.26290448081439,-2.15879492549546,-1.51698385348104,-1.5486400036626,0.3565381758217,-0.133977099668372,-0.877368421279792,1.49693102718192,2.50126917668431,2.61688615622494",NA,0,60.1750188416508,"1.44296059384841,-1.07451942108539,-1.07191214697242,-2.22493896045689,-1.62288476144429,-1.7046821430682,0.260063465664915,-0.0699831986047698,-0.710643271329934,1.56222439759082,2.52108491222093",NA,0,60.1750188416667,"1.44296059384842,-1.07451942108547,-1.0719121469724,-2.22493896045716,-1.62288476144451,-1.70468214306836,0.260063465664849,-0.0699831986043632,-0.710643271329566,1.56222439759062,2.52108491222088",NA,0,60.175018841667,"1.44296059384846,-1.07451942108553,-1.0719121469724,-2.22493896045703,-1.62288476144457,-1.70468214306821,0.260063465664697,-0.0699831986046035,-0.710643271329502,1.56222439759073,2.52108491222099",NA,0,60.1750188416666,"1.44296059384842,-1.07451942108548,-1.07191214697245,-2.22493896045702,-1.62288476144457,-1.70468214306825,0.260063465664751,-0.0699831986046941,-0.710643271329518,1.56222439759072,2.52108491222112",NA,0,60.1750188416676,"1.44296059384851,-1.07451942108551,-1.07191214697235,-2.22493896045706,-1.62288476144459,-1.70468214306821,0.260063465664689,-0.0699831986045771,-0.710643271329575,1.56222439759063,2.52108491222102",NA,0,60.175018841664,"1.44296059384845,-1.07451942108551,-1.0719121469725,-2.2249389604571,-1.6228847614447,-1.70468214306819,0.26006346566486,-0.0699831986045549,-0.710643271329484,1.56222439759068,2.52108491222107",NA,0,60.1750188416672,"1.44296059384842,-1.0745194210854,-1.07191214697234,-2.22493896045698,-1.62288476144465,-1.70468214306814,0.260063465664685,-0.0699831986046747,-0.710643271329524,1.56222439759066,2.52108491222088"
NA,3,98.7299994545521,"1.61351359067513,1.19144111802795,1.2499443202743,0.871564398835013,0.249590470117284,-0.968840445977318,-0.692513107344053,-2.33535279745208,-1.36518412017431,-0.0250026540288197,-0.647707122634434,0.858546349681344",NA,0,99.1143850984816,"1.62391296182946,1.18448412557937,1.3653159892822,0.83122130363002,0.322170004675545,-1.0045430872459,-0.795149189865657,-2.37917383450364,-1.35598531779213,-0.149827693883467,-0.61293733824315",NA,0,99.1143850984818,"1.62391296182949,1.18448412557939,1.36531598928221,0.831221303630002,0.322170004675621,-1.00454308724593,-0.795149189865676,-2.37917383450369,-1.35598531779212,-0.14982769388351,-0.612937338243135",NA,0,99.1143850984837,"1.62391296182944,1.18448412557938,1.36531598928216,0.831221303630018,0.322170004675577,-1.00454308724589,-0.79514918986565,-2.37917383450362,-1.35598531779215,-0.149827693883521,-0.612937338243127",NA,0,99.1143850984826,"1.62391296182942,1.18448412557939,1.36531598928218,0.831221303630057,0.322170004675556,-1.00454308724591,-0.795149189865694,-2.37917383450363,-1.35598531779214,-0.149827693883453,-0.612937338243097",NA,0,99.1143850984821,"1.6239129618294,1.18448412557939,1.36531598928223,0.831221303630036,0.322170004675596,-1.00454308724595,-0.795149189865696,-2.37917383450366,-1.35598531779214,-0.149827693883425,-0.61293733824312",NA,0,99.1143850984818,"1.62391296182943,1.18448412557938,1.36531598928221,0.831221303629998,0.322170004675586,-1.00454308724591,-0.795149189865712,-2.37917383450361,-1.35598531779209,-0.14982769388351,-0.61293733824312",NA,0,99.114385098484,"1.62391296182939,1.18448412557942,1.36531598928219,0.831221303630024,0.322170004675594,-1.00454308724592,-0.795149189865643,-2.37917383450366,-1.35598531779213,-0.149827693883484,-0.612937338243133"
NA,3,71.3189106884383,"-0.121376029890934,0.55821707396329,0.71120769882362,0.408421731354333,0.654798806009067,-0.842270229651917,0.00582467173995971,-0.413270403020866,-0.654731311304471,-0.399157058265637,-0.643151506747211,0.735486556990769",NA,0,63.9883168507137,"-0.299993003573173,0.534342234563111,0.547877404313593,0.447359072359012,0.676506988653162,-0.79130728755134,-0.00140129933613644,-0.279307698769863,-0.760655812473206,-0.373695680234874,-0.650507517349727",NA,0,63.9883168507128,"-0.299993003573074,0.534342234563085,0.547877404313662,0.4473590723589,0.676506988652984,-0.791307287551398,-0.00140129933618315,-0.279307698769867,-0.760655812473089,-0.37369568023497,-0.65050751734969",NA,0,63.9883168507135,"-0.299993003573168,0.534342234563073,0.547877404313638,0.447359072358953,0.676506988652964,-0.791307287551422,-0.00140129933613791,-0.279307698769796,-0.760655812473072,-0.373695680234843,-0.650507517349686",NA,0,63.9883168507128,"-0.299993003573103,0.534342234563076,0.547877404313636,0.447359072358932,0.676506988652952,-0.791307287551377,-0.00140129933614041,-0.279307698769843,-0.76065581247296,-0.373695680234961,-0.650507517349781",NA,0,63.988316850712,"-0.299993003573117,0.534342234563019,0.547877404313645,0.447359072358797,0.676506988652905,-0.791307287551329,-0.00140129933623388,-0.279307698769768,-0.760655812473035,-0.373695680234835,-0.65050751734963",NA,0,63.9883168507143,"-0.299993003573168,0.534342234563089,0.547877404313622,0.447359072358842,0.676506988652949,-0.791307287551433,-0.00140129933612893,-0.27930769876991,-0.76065581247298,-0.373695680234865,-0.650507517349614",NA,0,63.9883168507117,"-0.299993003573074,0.534342234562986,0.547877404313634,0.447359072358765,0.676506988652939,-0.791307287551314,-0.00140129933626625,-0.279307698769771,-0.760655812472937,-0.373695680234848,-0.650507517349672"
NA,3,44.1104216786387,"0.067011681054951,-0.268534944474349,-1.56288980655422,-0.955664841398176,-0.150005699757158,-0.118229270206595,0.45256752325706,-0.101262177219777,-0.74817510943593,1.24921137317801,0.276841681124056,1.85912959043212",NA,0,39.8030083657739,"-0.0709407166582951,-0.283290603344679,-1.59578813155714,-0.922692870414625,-0.175399719572933,-0.142879265388793,0.466674731762948,0.0180202859095761,-0.888219091189969,1.36512620452952,0.206500680048115",NA,0,39.8030083657655,"-0.0709407166583399,-0.283290603344593,-1.59578813155717,-0.922692870414491,-0.175399719572762,-0.142879265388827,0.466674731763007,0.018020285909466,-0.888219091190301,1.36512620452973,0.206500680048063",NA,0,39.8030083657728,"-0.070940716658346,-0.283290603344603,-1.59578813155714,-0.922692870414514,-0.175399719572783,-0.142879265388838,0.466674731763049,0.0180202859094698,-0.888219091190222,1.36512620452975,0.206500680048",NA,0,39.8030083657659,"-0.070940716658311,-0.283290603344665,-1.59578813155709,-0.922692870414515,-0.175399719572733,-0.142879265388726,0.466674731763085,0.0180202859095239,-0.888219091190237,1.36512620452961,0.206500680047938",NA,0,39.8030083657685,"-0.0709407166583048,-0.283290603344607,-1.59578813155715,-0.922692870414467,-0.175399719572743,-0.142879265388801,0.466674731763014,0.0180202859094487,-0.888219091190234,1.36512620452964,0.206500680048037",NA,0,39.8030083657698,"-0.0709407166583297,-0.283290603344584,-1.5957881315572,-0.922692870414485,-0.175399719572764,-0.142879265388762,0.46667473176299,0.0180202859095117,-0.888219091190201,1.36512620452962,0.206500680048054",NA,0,39.8030083657699,"-0.0709407166582923,-0.28329060334462,-1.59578813155719,-0.922692870414521,-0.175399719572741,-0.142879265388846,0.46667473176304,0.0180202859095409,-0.888219091190218,1.36512620452961,0.206500680048091"
NA,3,84.1595977097056,"-1.37480669076936,0.658456437250604,0.0981598208268222,0.229597012195681,0.017903914466749,1.1200188782133,-0.213733333876683,0.0669262601527298,0.694186009843395,0.322235311873754,-0.825087774480655,-0.79385584569634",NA,0,80.7394853218986,"-1.48639795541384,0.626650554393457,0.240907066813892,0.348052856968018,0.00714806891366473,1.13446860414009,-0.318800898779384,0.183635234986019,0.71185295894342,0.151975754769188,-0.840416090015204",NA,0,80.7394853218995,"-1.48639795541386,0.626650554393584,0.240907066813947,0.348052856968216,0.00714806891413797,1.1344686041402,-0.318800898779387,0.183635234985824,0.711852958943098,0.151975754769134,-0.840416090015293",NA,0,80.7394853218968,"-1.48639795541396,0.62665055439355,0.240907066813918,0.348052856968297,0.00714806891405124,1.13446860414022,-0.318800898779452,0.183635234985796,0.711852958943139,0.15197575476936,-0.840416090015344",NA,0,80.7394853218948,"-1.48639795541393,0.626650554393436,0.240907066813879,0.348052856968319,0.00714806891392795,1.13446860414007,-0.31880089877915,0.183635234985934,0.711852958943095,0.151975754769329,-0.840416090015334",NA,0,80.7394853218995,"-1.48639795541392,0.62665055439351,0.240907066813914,0.34805285696819,0.00714806891398579,1.1344686041401,-0.318800898779226,0.183635234986027,0.711852958943031,0.151975754769224,-0.840416090015371",NA,0,80.7394853218948,"-1.48639795541387,0.626650554393488,0.24090706681372,0.348052856968221,0.00714806891399878,1.13446860414016,-0.318800898779219,0.183635234985815,0.711852958943103,0.151975754769279,-0.840416090015206",NA,0,80.7394853218938,"-1.48639795541378,0.626650554393531,0.240907066813882,0.348052856968207,0.00714806891397234,1.13446860414013,-0.318800898779295,0.183635234985849,0.711852958943042,0.1519757547693,-0.840416090015268"
NA,3,98.8998538313545,"0.130361947643619,0.818087241724265,-0.681135892869932,-1.64963399344256,-0.218913322758438,0.515959741762022,1.71041402482869,-0.103985626991635,-0.733570886863495,-0.562859542615725,0.124676881975177,0.650599427608009",NA,0,83.6511040223026,"0.203552987581647,0.767151758453808,-0.79098284881553,-1.74135893217165,-0.064685581364045,0.482364647728783,1.71701296918479,-0.138114390672555,-0.407215644989849,-0.776132806199369,0.01587812629731",NA,0,83.6511040223013,"0.203552987581647,0.767151758453811,-0.790982848815528,-1.74135893217161,-0.0646855813639617,0.482364647728764,1.71701296918481,-0.138114390672585,-0.407215644989942,-0.776132806199351,0.0158781262973123",NA,0,83.6511040223026,"0.203552987581625,0.767151758453878,-0.790982848815542,-1.74135893217164,-0.0646855813639698,0.482364647728802,1.71701296918485,-0.138114390672599,-0.407215644989884,-0.776132806199354,0.0158781262972509",NA,0,83.651104022301,"0.203552987581649,0.767151758453818,-0.790982848815537,-1.74135893217163,-0.0646855813639666,0.482364647728813,1.71701296918483,-0.138114390672574,-0.407215644989968,-0.776132806199365,0.0158781262972969",NA,0,83.6511040223016,"0.203552987581614,0.767151758453802,-0.790982848815554,-1.74135893217158,-0.0646855813639352,0.482364647728792,1.7170129691848,-0.138114390672596,-0.407215644989951,-0.776132806199336,0.0158781262972946",NA,0,83.6511040223022,"0.203552987581615,0.767151758453806,-0.790982848815534,-1.74135893217163,-0.06468558136397,0.482364647728812,1.71701296918482,-0.138114390672562,-0.407215644989917,-0.776132806199337,0.0158781262972649",NA,0,83.6511040223022,"0.203552987581639,0.767151758453852,-0.790982848815556,-1.74135893217162,-0.0646855813639987,0.482364647728852,1.71701296918486,-0.138114390672581,-0.407215644989984,-0.776132806199396,0.015878126297303"
NA,3,64.2093543297052,"0.475253170220294,1.31570974574163,1.68148760853255,-0.200593723488714,-0.845396652240543,-0.693009853386866,-0.732916547625324,-0.857111402894934,-1.3690507723146,-0.458732412682376,0.546980184780012,1.13738065535887",NA,0,62.068252935932,"0.368955825680127,1.33421309953966,1.54997059153895,-0.117159643115394,-0.892166158832792,-0.643538552686829,-0.599909220210183,-0.893646127894602,-1.45581058677439,-0.368844623092187,0.476767643175835",NA,0,62.0682529359333,"0.368955825680111,1.33421309953967,1.54997059153891,-0.11715964311538,-0.892166158832652,-0.643538552686818,-0.599909220210247,-0.893646127894563,-1.4558105867744,-0.368844623092267,0.476767643175808",NA,0,62.0682529359326,"0.368955825680113,1.3342130995396,1.54997059153892,-0.117159643115396,-0.892166158832654,-0.643538552686823,-0.599909220210185,-0.893646127894661,-1.45581058677438,-0.36884462309226,0.476767643175892",NA,0,62.0682529359302,"0.368955825680078,1.33421309953966,1.54997059153888,-0.117159643115357,-0.892166158832662,-0.643538552686811,-0.599909220210211,-0.893646127894516,-1.45581058677444,-0.368844623092279,0.476767643175827",NA,0,62.0682529359325,"0.368955825680096,1.33421309953967,1.54997059153891,-0.117159643115355,-0.89216615883265,-0.643538552686848,-0.599909220210202,-0.89364612789461,-1.45581058677442,-0.36884462309227,0.476767643175891",NA,0,62.0682529359339,"0.368955825680052,1.33421309953966,1.5499705915389,-0.11715964311527,-0.892166158832731,-0.643538552686782,-0.59990922021027,-0.893646127894608,-1.45581058677442,-0.368844623092255,0.4767676431759",NA,0,62.0682529359325,"0.368955825680077,1.33421309953971,1.54997059153892,-0.117159643115386,-0.892166158832694,-0.64353855268681,-0.599909220210215,-0.893646127894608,-1.45581058677442,-0.368844623092275,0.476767643175876"
NA,3,91.5417043215096,"0.886309274185249,0.898797033621156,1.04929115436194,-0.0392160863157771,-2.38093877671409,-1.72807341211701,0.544093223645238,0.729495409790154,-0.23548104171359,-0.102512272901093,-0.199055247966828,0.577290742124654",NA,0,93.7360144538393,"0.815824251405254,0.943572272940434,1.01186339803947,-0.118129246343136,-2.3721728134918,-1.74134359630593,0.514083360696655,0.74784869541699,-0.191546763306211,-0.181406793936416,-0.0473700530977617",NA,0,93.7360144538295,"0.815824251405322,0.94357227294067,1.01186339803932,-0.118129246342834,-2.3721728134914,-1.74134359630591,0.514083360696679,0.747848695416748,-0.191546763306702,-0.1814067939362,-0.0473700530978966",NA,0,93.7360144538274,"0.815824251405193,0.943572272940623,1.01186339803946,-0.118129246343034,-2.37217281349145,-1.74134359630583,0.514083360696727,0.747848695416896,-0.191546763306686,-0.181406793936203,-0.0473700530977872",NA,0,93.7360144538282,"0.815824251405223,0.943572272940532,1.01186339803946,-0.118129246342955,-2.37217281349146,-1.74134359630579,0.514083360696727,0.747848695416862,-0.191546763306696,-0.181406793936244,-0.0473700530978617",NA,0,93.7360144538271,"0.81582425140524,0.943572272940627,1.01186339803944,-0.118129246342987,-2.37217281349145,-1.74134359630614,0.514083360696982,0.747848695416853,-0.19154676330662,-0.181406793936383,-0.0473700530977904",NA,0,93.7360144538255,"0.815824251405155,0.943572272940647,1.01186339803942,-0.118129246342851,-2.37217281349149,-1.74134359630594,0.514083360696895,0.747848695416871,-0.191546763306649,-0.181406793936336,-0.0473700530979321",NA,0,93.7360144538253,"0.815824251405253,0.943572272940554,1.01186339803941,-0.118129246342947,-2.37217281349146,-1.74134359630585,0.514083360696872,0.747848695416893,-0.19154676330675,-0.181406793936218,-0.0473700530978752"
