"true_model","bic_true_model","cpop","bic_cpop","flasso","bic_flasso","adaflasso","bic_adaflasso","best_iter","changepoints","min_bic_flasso","distance_cpop","distance_flasso","distance_adaflasso","distance_best_iter_flasso"
"359",40.0801935811009,"362",39.7158542051387,"364",41.3263891356796,"364",39.9906435603216,1,"364",39.99064,0.003,0.005,0.005,0.005
"403,535,787",16.0235214331543,"410,545,763",7.03908860202543,"404,545,734,768,783",22.551729352966,"404,545,768",8.00098674023693,3,"404,545,768",7.83561,0.041,2.015,0.03,0.03
"125,234,340,538,653,756,895",161.568418612536,"133,231,349,501",161.998806535982,"109,132,230,355,465,535,665,754,828,917",171.566665579256,"109,132,230,355,535,665,754,917",158.284433802334,3,"132,230,355,535,665,754,917",147.98323,3.431,3.065,1.065,0.065
"206,691,895",89.1220830368666,"199,680,880",76.6952440752973,"199,465,642,686,879",90.4475182830835,"199,642,686,879",82.1761623844884,3,"199,686,879",77.70905,0.033,2.028,1.028,0.028
"242,499,620,757,874",54.4554115951214,"249,531,581,788,876",46.8234969697488,"239,262,501,606,644,746,763,877,888",82.2050392957315,"239,262,501,606,763,888",60.6038320722892,3,"239,501,606,763,888",51.55746,0.111,4.028,1.039,0.039
"363,518,638,743,892",151.96450654335,"341,529,676,737,907",138.577871562814,"332,377,528,647,749,906",152.496852208472,"332,528,647,749,906",142.159592540222,2,"332,528,647,749,906",141.34539,0.092,1.053,0.07,0.07
"166,269,394,527,632,732,893",81.9222208072732,"177,262,366,506,676,677,899",62.2458793906107,"111,163,263,365,433,503,632,735,737,872,897",95.917475881882,"163,263,365,503,632,735,897",68.1402942202486,2,"163,263,365,503,632,735,897",65.58606,0.172,4.069,0.069,0.069
"127",120.675474243361,"153",113.360882153719,"160,414",120.612185739293,"160",113.51894525651,7,"160",113.26252,0.026,1.033,0.033,0.033
"170,348,472,607,746,848",105.05781621903,"178,355,481,606,746,849",92.322224101716,"147,177,350,475,480,605,606,740,866",126.649805805537,"177,350,480,605,740,866",93.4805779810904,2,"177,350,480,605,740,866",93.47493,0.026,3.037,0.043,0.043
"210,363",41.6943168569992,"218,388",31.7741979332999,"195,410,454",48.1526466529816,"195,410",34.991157613821,2,"195,410",34.98889,0.033,1.062,0.062,0.062
"471",32.1448502962642,"479",29.8635077942359,"470,494",38.7605743445733,"470",31.0750582241763,2,"470",31.03421,0.008,1.001,0.001,0.001
"811",-38.2599692253352,"804",-47.5703126714995,"367,788",-45.4193961077536,"367,788",-48.0890586291639,1,"367,788",-48.08906,0.007,1.023,1.023,1.023
"427,809",-36.5294522531033,"429,796",-43.6274675874313,"422,783,795",-24.105036690179,"422,795",-42.7806829454324,2,"422,795",-42.78071,0.015,1.019,0.019,0.019
"105,226,485,642,750,856",46.6312749817735,"245,505,668,760,853",25.9742441680255,"108,233,438,500,643,760,855,881",54.817418081787,"108,233,500,643,760,855",27.0043048285811,2,"108,233,500,643,760,855",27.00209,1.078,2.037,0.037,0.037
"148,328,445,626,832",51.9685465513308,"138,356,412,630,828",32.8584452834161,"115,137,338,441,623,638,827",55.6450218112494,"137,338,441,623,827",36.6496431899608,3,"137,338,441,623,827,943",36.37433,0.079,2.033,0.033,1.033
"523",-25.1846967150102,"524",-29.4346379224306,"519,525",-22.6100758893445,"525",-29.4161648822619,2,"525",-29.41617,0.001,1.002,0.002,0.002
"539",-6.18332135647444,"535",-8.12625003212288,"526,608",-1.60783100698665,"526",-6.25714027969126,3,"526",-6.43209,0.004,1.013,0.013,0.013
"225,361,601,719",37.5977486890233,"207,378,595,709",31.8827020021985,"123,207,342,379,584,727,916",54.1402868545829,"207,379,584,727",33.1235796231048,2,"207,379,584,727",32.59879,0.051,3.061,0.061,0.061
"103,231,336,459,562,688,840",152.818761875083,"712,849",144.85206674782,"101,229,369,686,852",158.447175773051,"101,229,369,476,567,686,852",135.99692920607,2,"101,229,369,476,567,686,852",134.96435,5.137,2.108,0.073,0.073
"257,375",33.2842183227982,"258,386",28.239306403926,"58,256,388,684",40.2487760431817,"256,388",28.4565005677552,2,"256,388",28.35742,0.012,2.014,0.014,0.014
"136,380,877",3.91489609564594,"133,382,869",-7.40237996846942,"135,371,392,610,801,866",12.6106386395158,"135,371,866",-6.01081696213055,2,"135,371,866",-6.37294,0.013,3.021,0.021,0.021
"138,265,544,789",10.3041386464353,"136,274,542,789",0.746632409636213,"113,154,273,295,534,562,784,800",27.3335056121411,"113,273,534,784",8.658993013939,2,"113,273,534,784",4.82019,0.013,4.039,0.048,0.048
"106,209,424,544,679",46.3749721195894,"85,220,425,570,684",37.4855686747809,"93,227,420,567,694,709",67.6420138537236,"93,227,420,567,694",39.3912643239157,2,"93,227,420,567,694",39.36247,0.064,1.073,0.073,0.073
"238,502,672,889",109.806840507237,"229,513,675,896",99.828270969688,"228,427,511,674,703,894",115.986214566699,"228,511,674,894",99.8849566837463,10,"228,511,674,894",99.85471,0.03,2.026,0.026,0.026
"143,252,371,505,629,744,893",64.0899411932188,"131,316,318,507,619,768,925",48.0833358979112,"133,246,369,487,624,767,898,923",70.6695748739431,"133,246,369,487,624,767,923",49.5069821484102,2,"133,246,369,487,624,767,923",49.50688,0.197,1.069,0.094,0.094
"296,511,800",34.0844835603638,"303,507,796",28.7008712474393,"300,507,509,762,815",41.6955829946759,"300,507,762,815",33.272571037239,1,"300,507,762,815",33.27257,0.015,2.021,1.023,1.023
"166,293,398,529,726,896",30.3391835344647,"180,290,395,534,725,904",20.902191341722,"173,178,288,394,434,538,625,741,814,875,917",49.8225372566132,"173,288,394,538,625,741,875,917",28.7158404034588,3,"173,288,394,538,625,741,917",23.18022,0.034,5.061,2.061,1.061
"264,588,753,864",7.30572728959564,"274,592,769,826",-2.70198925234306,"214,279,487,593,743,866",16.9646494669326,"279,487,593,743,866",4.36810582077132,3,"279,593,743,866",0.80312,0.068,2.032,1.032,0.032
"274,391,556,704,897",76.514407451164,"281,408,562,696,908",66.7936536020061,"86,276,389,407,561,694,747,863,904",98.2088390505681,"276,407,561,694,904",67.9685696268075,2,"276,407,561,694,904",67.25938,0.049,4.026,0.04,0.04
"398,502",52.7801648563456,"405,498",50.743496474366,"359,516,784",61.5709450722344,"359,516",56.3033506843173,2,"359,516",55.79102,0.011,1.053,0.053,0.053
"145,272,448,640,770,896",171.045142734171,"499,656,757",167.468179930472,"149,282,422,447,486,618,654,760,916",174.251217294235,"149,282,486,654,760,916",148.829774512056,2,"149,282,486,654,760,916",148.62509,3.08,3.059,0.096,0.096
"754,895",32.0989270667017,"746,895",29.6942861069115,"299,720,892",47.702026285932,"299,720,892",36.3272745417515,6,"299,720,892",36.26381,0.008,1.037,1.037,1.037
"125,233,396,559,660,841",79.3824418211087,"155,238,381,563,657,817",53.4431082732233,"126,146,239,259,380,557,658,817,899",82.0311294886368,"126,239,259,380,557,658,817",62.2780014512827,8,"126,259,380,557,658,817",55.91373,0.081,3.051,1.051,0.071
"105,265,388,594,734,853",63.6887527011448,"108,288,387,644,645,914",51.2360881412031,"107,108,262,287,392,588,726,730,867,895",90.5963702878021,"108,287,392,588,726,867,895",59.5571408697839,8,"108,287,392,588,726,867",53.12901,0.227,4.033,1.057,0.057
"137,309,466,599,792",-3.77968484902391,"139,300,466,611,784",-19.859251197378,"136,299,464,611,790",-6.98884442442093,"136,299,464,611,790",-19.1373764768675,1,"136,299,464,611,790",-19.13738,0.031,0.027,0.027,0.027
"144,353,660",30.7926316903567,"137,340,664",21.7254282272349,"130,139,306,337,364,488,662",47.9479954486455,"139,337,364,662",28.3613429092432,3,"139,337,662",21.90534,0.024,4.018,1.018,0.023
"109,262,393,509,646,752,866",32.88813438934,"102,266,400,534,636,764,865",24.5951823191257,"87,129,262,399,508,528,637,640,760,864,901",60.4976907710182,"87,129,262,399,528,640,760,864,901",36.2389760353888,3,"87,129,262,399,528,640,760,864",30.10984,0.066,4.043,2.061,1.061
"153",-75.7897852351209,"155",-79.0588759874084,"168,531",-72.6119395157419,"168",-76.6391607894681,2,"168",-76.65776,0.002,1.015,0.015,0.015
"205,786",47.2347501153321,"217,783",44.3562685586848,"216,264,772",59.6948205243539,"216,772",45.6216071870786,2,"216,772",45.61456,0.015,1.025,0.025,0.025
"228,455",-20.8356601996051,"227,449",-25.3869210188403,"223,453",-21.8414384827588,"224,453",-24.7534129335776,1,"224,453",-24.75341,0.007,0.007,0.006,0.006
"109,221,333,460,565,774,879",43.5350931484563,"374,510,511,807,808",24.4497038825706,"99,108,220,329,346,468,539,602,746,779,871",55.6354959861877,"108,220,346,468,539,602,779,871",33.0249413392365,4,"108,220,346,468,539,779,871",22.5521,2.249,4.053,1.062,0.062
"108,227,351,516,842",65.0212845167566,"127,219,330,531,839",57.844239572782,"119,218,314,371,472,532,807,844",76.7476652377401,"119,218,371,532,844",64.461012691873,10,"119,218,371,532,844",61.75871,0.066,3.058,0.058,0.058
"143,265,466,608,712,835",72.9846956931983,"133,267,488,602,697,839",59.2179258396834,"127,286,460,595,718,845",95.3054623128525,"127,286,460,595,718,845",63.093124721563,1,"127,286,460,595,718,845",63.09312,0.059,0.072,0.072,0.072
"102,270,388,510,717,872",43.0200908461818,"101,279,349,538,708,882",28.9294640865951,"101,265,389,536,707,881",46.9722754360823,"101,265,389,536,707,881",32.0262431995439,4,"101,265,389,536,707,881",31.99804,0.096,0.052,0.052,0.052
"212,493,659,897",89.6961639684121,"194,491,682,881",72.6426112044726,"193,463,491,666,708,880",91.1110936836333,"193,491,666,708,880",77.5980088244737,3,"193,491,666,880",73.80422,0.059,2.045,1.045,0.045
"848",16.5792481217668,"844",13.7595191266598,"832",16.4841831819847,"832",15.4526763531638,1,"832",15.45268,0.004,0.016,0.016,0.016
"121,224,325,466,637,785,887",27.8383652864852,"157,158,337,492,631,850,851",9.39487803594011,"108,194,222,332,487,491,636,805,890",38.3914222566322,"108,222,332,491,636,805,890",13.4362104543567,2,"108,222,332,491,636,805,890",13.40054,0.247,2.067,0.071,0.071
"203",74.66697459959,"209",71.5280581662427,"180,240",76.6513771508519,"180,240",75.4658866315339,9,"180,240",75.31946,0.006,1.023,1.023,1.023
"115,273,376,492,647,752,855",74.6238067378626,"136,270,380,491,596,824,825",49.792883543197,"80,135,268,378,379,490,596,683,758,856",78.8207381969789,"135,268,379,490,596,683,758,856",59.8794851591166,2,"135,268,379,490,596,683,758,856",59.59275,0.182,3.072,1.073,1.073
"230",91.4969158250148,"228",87.9169743434813,"232",88.7762062073835,"232",88.3107974633406,2,"232",88.31079,0.002,0.002,0.002,0.002
"257,603",-14.3340404782702,"305,595,996",-44.0892046473354,"274,308,602",-26.7075209213645,"308,602",-33.5702812254211,2,"308,602",-34.97007,1.056,1.018,0.052,0.052
"190,453,648",-20.1366255588649,"198,458,659",-24.5095919060673,"197,221,452,667",-11.5167374633706,"197,452,667",-23.8001341764377,2,"197,452,667",-23.80033,0.024,1.027,0.027,0.027
"170,309,425,532,685,885",40.9702025193515,"166,326,419,542,677,892",32.143304469269,"164,319,426,541,676,690,844,890",55.5819281270461,"164,319,426,541,676,890",32.7176615608381,2,"164,319,426,541,676,890",32.68498,0.052,2.036,0.04,0.04
"475,626",61.9472130186996,"481,609",56.465879029424,"387,471,637",70.5163106279618,"471,637",60.8488110799631,3,"471,637",60.69063,0.023,1.015,0.015,0.015
"662",6.10599242975384,"664",1.89655029357121,"641,663",9.17447878452246,"663",1.89655047822608,1,"663",1.89655,0.002,1.001,0.001,0.001
"834",77.9030295920928,"825",72.159001197048,"794,824",79.3608372341956,"824",72.159009698676,9,"824",72.03866,0.009,1.01,0.01,0.01
"133,251,367,494,609,788,900",62.2360743835832,"118,269,388,475,600,797,901",44.7247809570829,"117,262,268,363,386,472,490,596,631,792,901",76.6085360473241,"117,262,386,490,596,792,901",49.8015287725318,6,"117,262,386,490,596,792,901",45.86823,0.092,4.053,0.068,0.068
"293,479,661,773",76.5018904342061,"294,498,656,771",68.377455910859,"282,294,493,641,654,777",88.5361929851324,"282,493,654,777",70.2489911363504,2,"282,493,654,777",70.22305,0.027,2.026,0.036,0.036
"112,259,632,755,898",44.3051781403943,"115,265,633,764,904",36.5000425212614,"114,117,267,428,615,633,763,903",61.2118706009673,"114,267,615,763,903",39.3312939403343,5,"114,267,615,763,903",38.23294,0.025,3.024,0.04,0.04
"185,475",56.8857472190543,"176,490",50.7156189345094,"181,492",52.9679496835304,"181,492",51.062132080676,1,"181,492",51.06213,0.024,0.021,0.021,0.021
"299,432,552,701,851",19.9102883333104,"299,422,596,697,860",11.3598072229882,"292,422,562,594,701,865,868",35.3021917337539,"292,422,562,701,865",12.5305858364645,2,"292,422,562,701,865",12.39313,0.067,2.041,0.041,0.041
"105,439,610,724,857",94.8240110187276,"100,448,607,732,853",90.733276470061,"97,129,405,448,586,604,730,853,893",121.491567635105,"129,448,604,730,853",95.9245480814953,2,"129,448,604,730,853",92.54452,0.029,4.033,0.049,0.049
"507,708",-62.1963274468606,"511,696",-66.4365161222997,"186,502,695,727",-50.4208163431705,"502,695,727",-58.9021353270942,3,"502,695",-64.77274,0.016,2.018,1.018,0.018
"103,208,438,553,670",102.033115471975,"248,458,515,670",82.586225215906,"113,244,431,539,682",102.766964609987,"113,244,437,539,682",85.5348836003476,2,"113,244,437,539,682",85.53404,1.254,0.079,0.073,0.073
"342,710",-42.0834318912963,"353,697",-46.9878170135609,"323,356,694,706",-30.7393790338657,"356,694,706",-39.4072025508085,3,"356,694",-46.49007,0.024,2.018,1.018,0.03
"116,377,480,707,810",57.490705185301,"118,379,465,765,766",47.7705287399251,"121,362,479,715,817,915",63.3315892916179,"121,362,479,715,817",51.5274248315811,2,"121,362,479,715,817",51.51351,0.121,1.036,0.036,0.036
"119,268,381,553,685,811",-28.4120455218073,"117,266,393,561,696,814",-34.030757675618,"105,116,265,395,547,566,687,695,817,839",6.2149272079039,"116,265,395,547,695,817",-32.913927154404,3,"116,265,395,547,695,817",-33.36659,0.038,4.034,0.042,0.042
"363,474,719,841",50.1395605217001,"360,469,717,856",44.8169291232969,"135,342,490,713,857,858",63.4615234968614,"342,490,713,857",45.9882766965397,2,"342,490,713,857",45.57229,0.025,2.059,0.059,0.059
"101,222,348,581,714,893",0.43142455501706,"101,229,348,586,706,897",-5.17396811284767,"100,113,192,235,349,584,705,772,896",19.3020846042144,"100,235,349,584,705,896",-4.78210871608595,9,"100,235,349,584,705,896",-4.99245,0.024,3.03,0.03,0.03
"113,514,696,855",56.0172822168319,"112,523,689,850",43.8489081498048,"115,513,525,688,840,878",60.3981219126639,"115,513,688,840",45.7404273076333,2,"115,513,688,840",44.8992,0.022,2.026,0.026,0.026
"139,239,410,786",-81.7091172030101,"160,244,421,798",-94.927406817812,"128,251,436,543,768,801",-63.1479987557006,"128,251,436,801",-86.6999535696126,2,"128,251,436,801",-88.59095,0.049,2.064,0.064,0.064
"102,206,335,480,674,794,900",45.6187592760489,"121,227,294,531,549",34.6420882557585,"56,120,208,226,291,313,337,438,504,552,670,781,818,888,913",78.7923331000883,"120,226,313,438,504,670,781,818,913",43.3683401600799,3,"120,226,313,438,504,670,818,913",33.34219,2.257,8.075,2.114,1.125
"202,411,535,726,829",41.4311885393214,"204,407,532,722,838",37.0759415785198,"203,208,340,406,535,716,838,874",62.672964800775,"203,406,535,716,838",39.9079957114159,2,"203,406,535,716,838",37.47707,0.022,3.025,0.025,0.025
"368,893",-34.5213342265616,"356,913",-45.0168316556129,"354,712,822,903",-32.8250919573314,"354,903",-42.8488587733911,2,"354,903",-43.00624,0.032,2.024,0.024,0.024
"142,407,709,827",66.1088780989761,"146,399,719,824",57.4353076216002,"145,398,402,696,715,830",74.803870083732,"145,398,715,830",58.2072705679378,2,"145,398,715,830",58.20646,0.025,2.017,0.021,0.021
"103,224,378,529,639,768,879",84.4015013440336,"111,238,398,468,731,732,914",72.3889565751634,"110,237,243,381,394,496,533,650,768,789,912",103.162860430669,"110,237,381,496,533,650,768,912",79.1456879025317,2,"110,237,381,496,533,650,768,912",78.83503,0.266,4.071,1.071,1.071
"130,258,451,553,736,838",23.3522136812559,"122,264,419,534,535,598",-3.52022005278756,"112,170,262,418,456,544,697,732,830,892",22.7831522275425,"112,170,262,418,456,544,697,830",13.2061367695192,2,"112,170,262,418,456,544,697,830",8.04409,0.506,4.048,2.083,2.083
"235,710",-12.9379618007392,"239,704",-17.6631987560388,"241,673,704",-8.13745731044738,"241,704",-17.5442679868127,2,"241,704",-17.5445,0.01,1.012,0.012,0.012
"161,404,534,639,796",129.289061501689,"162,404,553,638,787",120.700655396737,"161,184,398,540,644,790",136.39468252905,"161,398,540,644,790",122.5667675949,2,"161,398,540,644,790",122.56382,0.03,1.023,0.023,0.023
"145,247,439,603,752,861",7.52269875317673,"158,248,444,633,731,894",-2.5209911163812,"149,255,444,459,607,737,757,893",28.2233855644597,"149,255,444,607,757,893",4.4494631484885,4,"149,255,444,607,757,893",-0.47124,0.103,2.058,0.058,0.058
"103,258,358,483,589,741,873",57.643729947183,"53,242,671,715,883",43.7802696600919,"55,95,268,377,391,474,582,642,720,740,877,884",70.608881927051,"55,268,391,474,582,642,720,884",39.6193472949118,2,"55,268,391,474,582,642,720,884",37.72146,2.29,5.058,1.139,1.139
"135,239,387,523,637,739,863",90.8537982469724,"141,250,378,506,879",73.7454561371999,"130,136,250,377,387,514,876",98.7688294359293,"136,250,377,514,755,876",80.5739308516331,3,"136,250,377,514,876",74.63095,2.265,0.879,1.162,2.266
"429",57.7516237538961,"431",57.6659269788093,"424,435",64.8652099503932,"435",58.3061601279905,2,"435",58.30157,0.002,1.005,0.006,0.006
"359,710",75.9616381703795,"362,710",72.2567138074401,"349,364,712",83.9461441140932,"349,712",74.3198459022495,4,"349,712",73.99931,0.003,1.007,0.012,0.012
"224,374",70.3609723921561,"228,359",63.7087257437503,"185,204,399",86.7674981709919,"185,399",74.0412514042275,2,"185,399",73.99634,0.019,1.045,0.064,0.064
"362",74.6301802886656,"368",72.4647670631537,"373,431",85.3129278606786,"373",73.4405993276313,1,"373",73.4406,0.006,1.011,0.011,0.011
"136,259,381,486,591,729,856",117.77852136851,"137,307,354,470,619,724,837",93.2878719458675,"136,269,370,378,472,477,590,617,725,840",128.028214227562,"136,269,378,477,617,725,840",97.529142611668,2,"136,269,378,477,617,725,840",97.27143,0.144,3.043,0.068,0.068
"171,480",3.43906086762454,"159,489",-3.42019057983904,"143,196,482,615",8.78739554564097,"143,482",-1.21437571152266,2,"143,482",-1.64094,0.021,2.027,0.03,0.03
"215,315",24.0562298631236,"233,292",17.4460781601486,"209,312,356,651",33.4142573034938,"209,312",19.7119405991831,2,"209,312",19.5197,0.041,2.009,0.009,0.009
"207,334,480,678,783,900",93.1283152561836,"202,336,484,652,817,903",87.2674973496364,"149,201,335,338,469,509,651,782,905,911",123.637401619144,"201,338,469,509,651,782,905",95.2373679642228,2,"201,338,469,509,651,782,905",92.73005,0.074,4.051,1.054,1.054
"104,220,325,483,702,851",121.95219793547,"103,209,331,487,716,848",114.418670469348,"101,208,330,344,486,643,714,852",135.226220243056,"101,208,344,486,714,852",115.124674837413,2,"101,208,344,486,714,852",115.08717,0.039,2.036,0.05,0.05
"204,336,491,727",31.2666496476077,"229,354,484,709",14.6996934146574,"160,228,353,483,499,671,707,728,807,942",52.7346326341495,"228,353,499,671,728",22.6420706313584,2,"228,353,499,671,728",20.932,0.068,6.05,1.05,1.05
"118,238,345,463,585,699,843",134.586442091592,"81,249,376,453,579,696,845",113.940915177161,"81,93,247,358,462,578,698,838,853",149.315334703897,"81,247,358,462,578,698,853",115.998498162659,2,"81,247,358,462,578,698,853",115.48846,0.1,2.061,0.078,0.078
"244,794",-2.47428703011926,"254,798",-7.8486298797392,"245,308,574,795,805",8.04508713356262,"245,805",-5.95005164142741,2,"245,805",-6.30376,0.014,3.002,0.012,0.012
"222,341,442",36.2823379439193,"225,367,445",30.6853465296969,"219,340,353,464,494,805",59.7967585542578,"219,340,464,494",41.3850095434841,3,"219,340,464",32.42187,0.032,3.026,1.026,0.026
"323,468,716",22.5845717503742,"327,450,730",14.0643704734984,"192,317,463,701,745",32.6725847869647,"317,463,701,745",21.6693131234714,2,"317,463,701,745",21.66808,0.036,2.026,1.026,1.026
"143,525,883",74.9286364202661,"157,520,904",65.9140006079633,"167,521,846",85.0663782724634,"167,521,846",68.5809154642376,3,"167,521,846",68.47667,0.04,0.065,0.065,0.065
"116,318,545,675,777,883",35.5899612303138,"112,316,539,658,784,902",26.932580645133,"112,315,533,657,783,901",37.2523345981063,"112,315,533,657,783,901",27.3357596774435,2,"112,315,533,657,783,901",27.33574,0.055,0.061,0.061,0.061
"112,239,374,481,661,782,900",36.8737546003445,"128,226,370,498,659,788,902",25.9300083807485,"125,223,261,368,497,592,656,784,806,902",48.7862599574933,"125,223,368,497,656,784,902",27.8864344105159,2,"125,223,368,497,656,784,902",26.27856,0.06,3.06,0.06,0.06
"130,262,379,493,593,774,886",34.2755404401777,"127,266,366,535,562,789,860",7.28024551224035,"125,261,366,374,492,516,565,625,746,786,866",42.5200089581094,"125,261,374,516,565,625,786,866",16.8347691795184,2,"125,261,374,516,565,625,786,866",15.29808,0.134,4.072,1.094,1.094
"189,323,582,742",72.2934587790688,"173,335,562,764",65.1991157553034,"167,340,344,560,561,766",85.1307522618559,"167,340,561,766",65.5924286651172,2,"167,340,561,766",65.5924,0.07,2.084,0.084,0.084
"124,659,780",17.3892722609534,"125,660,770",13.7435082975279,"124,167,365,511,655,772,876",39.4500618477544,"124,655,772",14.2582797556373,6,"124,655,772",13.84961,0.012,4.012,0.012,0.012
"122,503,886",37.9165039865473,"100,485,926",24.8018951608162,"127,421,501,557,870,876",50.0448230508576,"127,421,501,870",35.2136980619132,2,"127,421,501,870",34.41207,0.08,3.017,1.023,1.023
"276,589",-27.4164196124306,"263,596",-35.464588180291,"216,250,304,598",-21.4270559949909,"250,598",-33.894182454021,10,"250,598",-34.32881,0.02,2.035,0.035,0.035
"265,548,650,769,871",62.3366534597924,"292,534,648,768,888",47.6488437045297,"78,142,250,279,304,530,647,767,890",76.7897780589097,"250,304,530,647,767,890",53.5375375497702,3,"250,304,530,647,767,890",53.45326,0.061,4.056,1.057,1.057
"628",59.7840150673958,"624",56.3512567298092,"619",61.0577604020281,"619",56.6679224878974,8,"619",56.57224,0.004,0.009,0.009,0.009
"112,289,482,745,900",86.2844427205367,"119,291,498,759,916",74.8997885829758,"119,291,498,727,758,897,910",103.631119590342,"119,291,498,758,910",75.189517166358,2,"119,291,498,758,910",75.11291,0.055,2.041,0.048,0.048
"164",72.1849969364312,"154",62.2523895453448,"154,187",69.8398277311611,"154",62.2932611397961,6,"154",62.17615,0.01,1.01,0.01,0.01
"739,888",26.9066374578823,"754,881",21.4244783035639,"368,738,881",36.643455522592,"738,881",25.0789341160239,2,"738,881",24.86168,0.022,1.008,0.008,0.008
"101,214,454,641,872",38.1894175826964,"87,214,447,643,889",28.2088431371641,"86,215,264,442,501,642,882,889",50.7328979115097,"86,215,442,642,882",28.8601175068893,2,"86,215,442,642,882",28.6251,0.04,3.039,0.039,0.039
"223,353,481,594,704,885",3.80999187470373,"221,361,481,599,718,883",-7.94723117058808,"170,220,358,480,598,719,754,879,898",21.0923171331805,"220,358,480,598,719,879",-6.87576097760432,2,"220,358,480,598,719,879",-7.86432,0.031,3.034,0.034,0.034
"117,597",-13.0246742698451,"128,592",-16.4039129605965,"135,551,614",-11.3900402894353,"135,551,614",-12.7391151065575,2,"135,551,614",-12.73919,0.016,1.035,1.035,1.035
"166,327,496,608,708,810",125.623652905764,"155,335,461,650,651,805",103.884626435695,"152,322,471,820",132.017005586578,"152,322,471,584,703,820",112.358127949811,2,"152,322,471,584,703,820",111.3415,0.158,2.256,0.083,0.083
"137",76.3990083973478,"187,188",65.5723772959526,"153",75.1218145864468,"153",73.807095766612,6,"153",73.71086,1.05,0.016,0.016,0.016
"119,352,484,636,788,898",69.1943210953084,"111,365,471,637,745",61.4416026293997,"110,172,349,476,633,773,898",81.8844263225848,"110,172,349,476,633,773,898",66.3941706384911,1,"110,172,349,476,633,773,898",66.39417,1.078,1.038,1.038,1.038
"142,254,376,490,656,760,883",152.966006328244,"150,266,378,488,656,759,874",141.538508557091,"147,264,377,489,618,653,758,873,895",163.495579526523,"147,264,377,489,653,758,873",143.522292136691,2,"147,264,377,489,653,758,873",141.72386,0.034,2.032,0.032,0.032
"319,732",44.0611292380916,"317,736",42.9464104436443,"316,701,737",51.3671104197955,"316,737",43.023147389681,2,"316,737",43.02268,0.006,1.008,0.008,0.008
"129,278,569,782",127.100774463122,"118,365,366,577,785",112.576997651329,"121,281,345,429,568,663,780,838",136.785647490478,"121,281,345,429,568,663,780",126.840976387619,10,"121,281,345,429,568,663,780",126.83506,1.109,4.014,3.014,3.014
"529,754,855",40.2741868449265,"537,771,848",33.3352340725999,"519,531,751,878",53.3949242513676,"531,751,878",37.346885919217,2,"531,751,878",37.26366,0.032,1.028,0.028,0.028
"178,281,433,762,879",68.5973742439778,"255,256,441,733,963",57.1159144330817,"162,284,452,716,742,766,887,938",87.5271043303788,"162,284,452,742,887",64.6930776725404,2,"162,284,452,742,887",63.02445,0.223,3.05,0.066,0.066
"141,276,451,614,723,857",-3.0002800366497,"142,278,449,625,717,863",-11.4414609259397,"139,141,277,279,408,446,482,598,616,728,864",27.2133752829814,"139,279,408,482,616,728,864",-7.8019183892514,2,"139,279,408,482,616,728,864",-7.82338,0.028,5.02,1.05,1.05
"485,814",-12.6669494781205,"475,821",-21.2839910163884,"121,456,488,819",-13.8548878159274,"121,456,488,819",-18.3026742917829,3,"121,456,819",-23.77953,0.017,2.008,2.008,1.034
"115,223,330,436,613,734,865",19.2410105761651,"113,278,279,449,608,737,876",6.59257273952115,"114,222,319,449,450,563,612,736,875,881",38.819880688165,"114,222,319,450,612,736,881",12.5636986451865,2,"114,222,319,450,612,736,881",9.88026,0.14,3.039,0.046,0.046
"113,253,389,524",4.72630309021807,"93,332,333,533",-6.02619462876445,"100,103,262,387,535,557,776",33.293342946046,"100,262,387,535",0.888282953365831,2,"100,262,387,535",0.86843,0.164,3.032,0.035,0.035
"433",40.5387211756607,"438",36.7939843584161,"435,544",43.6125346050376,"435",36.8969365885051,2,"435",36.89623,0.005,1.002,0.002,0.002
"104,265,533,696,821",50.3469520017404,"101,268,516,737,738",29.7277754378466,"102,265,299,381,510,688,814",55.8006904881496,"102,265,510,688,814",39.635207346853,2,"102,265,510,688,814",38.91379,0.147,2.04,0.04,0.04
"130,565,683,859",15.7459424538562,"121,574,715,852",0.42393070198829,"120,180,380,555,585,701,722,853",31.1442232293465,"120,555,722,853",1.17952372118032,7,"120,555,722,853",0.96421,0.057,4.044,0.065,0.065
"148,257,408,544,674,875",87.9157035761468,"127,284,434,524,675,895",59.1199870949684,"124,283,416,431,526,546,688,850,894",94.0247402888179,"124,283,416,546,688,894",63.9918340951039,2,"124,283,416,546,688,894",62.32507,0.115,3.093,0.093,0.093
"538,638,858",99.5535140829817,"540,652,869",91.1663889661926,"408,531,649,688,861,868",113.652145491061,"531,688,861",94.0321214667596,2,"531,688,861",92.60058,0.027,3.021,0.06,0.06
"153,278,398,754,864",72.2847178120901,"141,274,396,762,828",62.6260576716385,"134,273,404,449,582,678,751,854",86.8620773897113,"134,273,404,582,751,854",65.8931189933898,2,"134,273,404,582,751,854",65.73708,0.062,3.043,1.043,1.043
"333,642,745",35.6668912476439,"349,650,727",21.4362970706086,"338,348,584,632,761",41.7445316818102,"348,632,761",24.6639027899108,2,"348,632,761",24.66184,0.042,2.031,0.041,0.041
"379,602",-53.4344919430467,"394,598",-57.5606058693387,"306,385,613",-45.9058216880223,"385,613",-55.1258421016668,8,"385,613",-55.40492,0.019,1.017,0.017,0.017
