"true_model","bic_true_model","cpop","bic_cpop","flasso","bic_flasso","adaflasso","bic_adaflasso","best_iter","changepoints","min_bic_flasso","distance_cpop","distance_flasso","distance_adaflasso","distance_best_iter_flasso"
"115,230,353,520,626,727,865",68.1187748263214,"159,215,350,524,618,709,881",38.207381911471,"121,220,352,395,519,617,713,879,912",65.8824375443747,"121,220,352,519,617,713,879",41.5063706850194,10,"121,220,352,519,617,713,879",41.45648,0.108,2.055,0.055,0.055
"149,257,424,539,649,775,879",72.0486204953648,"168,276,420,543,654,787,857",45.7190188527464,"161,275,284,418,539,542,654,775,861",72.15093423407,"161,275,418,539,654,775,861",47.2263142259464,2,"161,275,418,539,654,775,861",46.98624,0.085,2.059,0.059,0.059
"148,268,429,613,764",-8.06396615703733,"146,270,426,602,758",-14.2175068538027,"135,279,426,600,756,781",5.6130427768403,"135,279,426,600,781",-10.9509805154032,2,"135,279,426,600,781",-11.51992,0.024,1.048,0.057,0.057
"142,263,368,495,653,782,883",73.5352791061943,"152,257,368,500,654,736,908",56.3402975462278,"93,150,256,370,499,511,635,653,740,793,903",91.2292248164584,"150,256,370,499,635,740,793,903",63.3650844947902,2,"150,256,370,499,635,740,793,903",62.30735,0.093,4.052,1.07,1.07
"883",41.6175570426654,"877",38.7290741402369,"631,858",51.0079585946025,"858",40.3537832534845,5,"858",39.96535,0.006,1.025,0.025,0.025
"233,390,501,647,785",-16.4546181686614,"262,357,510,645,783",-35.4532865289798,"249,358,506,509,644,789,813",-7.15823794777707,"249,358,509,644,789",-32.5456627560905,2,"249,358,509,644,789",-32.54581,0.075,2.06,0.063,0.063
"146,293,422,541,694,889",84.734853174919,"78,291,490,491,709,893",64.8958770533469,"88,141,286,437,534,699,708,890,908",94.6732374105918,"88,286,437,534,708,890",67.4750724638841,2,"88,286,437,534,708,890",67.09692,0.207,3.04,0.102,0.102
"199,321,470,768",68.7678445635608,"184,305,509,747",51.9150630896339,"173,316,327,512,749",72.1396365588831,"173,316,512,749",53.6335387174694,2,"173,316,512,749",53.63346,0.091,1.092,0.092,0.092
"438,884",-60.8831226026968,"437,877",-63.9401051229606,"257,429,867",-61.0585445847383,"257,429,867",-63.2879471156407,2,"257,429,867",-63.288,0.008,1.026,1.026,1.026
"112,235,354,466,659,786,888",78.6182374834821,"108,224,395,455,667,747,901",45.5299346450317,"103,223,235,389,464,491,645,666,753,896,914,919",89.0493478851742,"103,223,389,464,645,666,753,896",54.3255296736787,3,"103,223,389,464,666,753,896",48.01763,0.127,5.094,1.106,0.106
"357,575",62.5553951299734,"365,572",59.8832309281366,"295,357,583",74.3875556487934,"357,583",62.8552599400872,2,"357,583",62.85505,0.011,1.008,0.008,0.008
"143,311,447,764,897",63.4544899304642,"135,308,452,763,905",54.3832065368161,"132,299,307,459,750,754,901",79.91256854826,"132,307,459,754,901",55.6443883033205,6,"132,307,459,754,901",55.21593,0.025,2.041,0.041,0.041
"258,360,483,649,798",27.1207188428748,"255,389,468,675,795",14.9957444949954,"243,379,479,492,658,659,795,875",46.3530629280048,"243,379,479,658,795,875",22.3587361579808,2,"243,379,479,658,795,875",22.35859,0.076,3.05,1.05,1.05
"182,485",47.4313915694703,"193,487",42.0675131215531,"108,195,486,539",53.1986304661879,"195,486",42.3877092493845,7,"195,486",42.28256,0.013,2.014,0.014,0.014
"436,829",38.50720217705,"425,815",29.2947094910056,"377,449,800,824",38.4376118514254,"377,449,800",30.3606713393923,2,"377,449,800",30.34527,0.025,2.018,1.042,1.042
"144,247,359,501,641,749,849",149.648080692741,"393,495,615",156.326164828846,"123,372,496,632,864",168.465215006279,"123,238,372,496,632,735,864",137.441270740912,2,"123,238,372,496,632,735,864",137.20072,4.066,2.266,0.086,0.086
"120,884",22.0160030861771,"120,895",17.1606848792871,"127,477,875",27.9932193625997,"127,875",20.6246565238009,6,"127,875",20.06462,0.011,1.016,0.016,0.016
"145,249,394,505,647,756,861",55.6737389551581,"135,262,399,457,694,695,860",35.8871362289204,"131,253,261,387,474,490,639,719,763,858",64.0319906241253,"131,261,387,490,639,763,858",41.9417952339522,2,"131,261,387,490,639,763,858",39.65157,0.185,3.058,0.066,0.066
"139,281,431,536,666,814",-8.72727892115809,"164,274,464,527,663,811",-21.1984254878056,"144,277,284,427,540,667,817",7.16152383727749,"144,284,427,540,667,817",-18.1972992379641,2,"144,284,427,540,667,817",-18.19747,0.08,1.02,0.02,0.02
"719,839",3.4551019238284,"727,861",-1.89107140657864,"567,716,864",7.02691151609843,"716,864",-1.45318531376196,2,"716,864",-1.46027,0.03,1.028,0.028,0.028
"864",47.40041904767,"875",45.2980684625384,"391,867",52.886156771899,"867",45.8590091293397,2,"867",45.85812,0.011,1.003,0.003,0.003
"244,359,504,633,767",-21.1163405773328,"256,326,502,641,764",-27.5269103441358,"232,249,344,364,496,498,638,770",-0.97081996694034,"232,364,498,638,770",-25.2814875963896,3,"232,364,498,638,770",-25.38114,0.058,3.024,0.031,0.031
"222,406,841",71.3707988201716,"214,400,841",64.1450352011696,"210,401,410,778,840",82.2265679623734,"210,410,840",66.0880513917998,2,"210,410,840",66.0432,0.014,2.017,0.017,0.017
"530,780",53.7208044484919,"536,792",50.1845877151711,"483,553,774,799",60.8060132090247,"483,553,799",52.1365334407465,6,"483,553,799",52.06903,0.018,2.029,1.042,1.042
"101,221,356,505,614,725,832",22.4190753381644,"102,220,346,525,607,727,818",6.92503804758054,"101,206,219,343,406,513,610,718,724,817,869,952",41.5252382280001,"101,219,343,406,513,610,724,817,869",17.8370499243363,4,"101,219,343,513,610,724,817",8.06553,0.055,5.043,2.043,0.043
"144,379,591,882",53.735734319253,"144,366,600,868",38.6665416299885,"144,365,367,600,861",63.2491797385403,"144,365,600,861",39.0060445398959,1,"144,365,600,861",39.00604,0.036,1.042,0.044,0.044
"104,231,352,468,640,751,890",99.8233927517159,"109,246,357,476,664,730,885",84.6616487390187,"108,242,356,477,550,636,749,879,928",109.178760607509,"108,242,356,477,636,749,879",87.7953668957061,2,"108,242,356,477,636,749,879",85.47582,0.083,2.045,0.045,0.045
"151,638,752,895",45.6094981570972,"161,618,795,890",35.9255064630833,"160,386,596,627,778,889,907",61.0364583946507,"160,596,778,907",39.8815056232804,2,"160,596,778,907",39.3157,0.078,3.052,0.089,0.089
"113,293,409,546,659,760,881",-5.133973316661,"96,282,416,557,652,759,880",-20.9612052326373,"83,110,262,281,416,549,550,651,661,758,879,890",20.0212496308567,"110,281,416,550,651,758,879",-18.0872277763767,2,"110,281,416,550,651,758,879",-20.14463,0.055,5.031,0.038,0.038
"233,425",-32.5400869677841,"225,423",-48.170525016118,"216,429,439",-35.6600304358091,"216,429",-46.9685055590956,2,"216,429",-46.96957,0.01,1.021,0.021,0.021
"108,319,523,629,871",75.72480455981,"102,343,499,663,873",61.1140061138255,"109,322,358,498,664,871,932",79.4903141510919,"109,322,498,664,871",67.9154090175316,2,"109,322,498,664,871",63.63349,0.09,2.064,0.064,0.064
"104,241,354,463,569,676,786",71.6012286148694,"4,91,251,382,396,803",51.5302258629759,"96,97,243,365,456,569,682,703,784",75.8942486703794,"96,243,365,456,569,703,784",52.7839464603746,2,"96,243,365,456,569,703,784",52.78394,1.432,2.035,0.057,0.057
"219,706",63.8778140359925,"211,712",60.7613627850146,"216,507,684,721",73.3492213051444,"216,507,721",62.0652962812152,3,"216,507,721",62.02375,0.014,2.018,1.018,1.018
"123,232,363,499,658,780,897",104.013392231977,"72,249,406,500,673,694",92.6688147290471,"71,127,248,310,403,473,501,656,768,780,885",116.109748406472,"71,248,403,501,656,780,885",87.2820920733394,6,"71,248,403,501,656,780,885",86.14541,1.358,4.076,0.124,0.124
"320,804",-5.62372417614017,"324,790",-15.2869599881912,"311,326,786",-2.23917098887149,"326,786",-14.9004539910751,2,"326,786",-14.90585,0.018,1.024,0.024,0.024
"118,220,370,546,689,793,900",129.031987438115,"390,579,692,806,888",128.243930398943,"120,219,317,373,542,580,664,711,794,805,888",141.538311805623,"120,219,373,542,580,711,794,888",125.392034121265,4,"120,219,373,542,711,794,888",116.21253,2.081,4.045,1.045,0.045
"315,466,674",108.488177221869,"312,496,667",101.16849343201,"272,313,469,506,669",115.719507999464,"313,506,669",103.795359723391,2,"313,506,669",102.44516,0.04,2.01,0.047,0.047
"108,569",-49.0941167832246,"120,563",-59.3820291214533,"139,547,618,655",-44.2734114774241,"139,547,618",-54.9504865606081,4,"139,547,618",-54.99456,0.018,2.053,1.053,1.053
"187,320,449,581,687,790",114.941076263903,"204,305,465,580,716,793",102.958671756258,"159,203,304,314,460,579,675,714,799,935",127.819473285926,"203,314,460,579,714,799,935",102.201754707853,7,"203,314,460,579,714,799,935",101.89284,0.081,4.056,1.071,1.071
"230,517,696,855",25.7328957007521,"261,504,643,645,854",2.02596121454708,"258,506,513,682,855",23.9531256891151,"258,513,682,855",8.63528488507053,2,"258,513,682,855",8.63477,1.096,1.046,0.046,0.046
"161,283,454,599",22.2544887401287,"157,280,477,593",13.3748092590697,"149,280,291,437,476,597,813",34.8146105776479,"149,280,476,597",15.9255828121642,8,"149,280,476,597",13.60584,0.036,3.034,0.039,0.039
"135,296,439,775,884",75.900671880851,"136,291,440,797,864",66.0448249847539,"133,290,460,751,764,880",99.8478260983962,"133,290,460,764,880",71.2894863910651,7,"133,290,460,764,880",71.22968,0.049,1.044,0.044,0.044
"145,309,453,554,659,847",-27.8439729161121,"138,304,477,593,594,882",-52.2029978976302,"137,299,303,468,568,651,821,882",-23.639197490741,"137,303,468,568,651,821,882",-45.5369455151102,1,"137,303,468,568,651,821,882",-45.53695,0.175,2.077,1.077,1.077
"186,326,431,567,692,842",33.401574974,"201,341,431,557,710,866",14.839123972999,"195,314,329,433,558,710,865",34.4536781637904,"195,314,329,433,558,710,865",22.4807590214079,3,"195,329,433,558,710,865",15.62881,0.082,1.064,1.064,0.064
"140,819",3.67608160744112,"154,819",-0.949146188460713,"157,814",1.30991573345493,"157,814",-0.353285256522803,2,"157,814",-0.40608,0.014,0.022,0.022,0.022
"503,868",11.5632872431102,"505,869",5.5765459232892,"484,520,841",23.4908839911216,"484,520,841",13.3841363758843,8,"520,841",9.15475,0.003,1.044,1.044,0.044
"248,397,892",54.8138781893438,"249,388,891",45.5237827552653,"210,248,414,800,884",70.6288195550481,"210,414,884",51.387763210518,2,"210,414,884",50.45992,0.011,2.025,0.063,0.063
"211,678,895",-87.9100834680961,"222,681,901",-95.7075480372198,"184,211,300,544,679,696,875,941",-71.357903416423,"211,300,679,875,941",-87.4763378674106,2,"211,300,679,875,941",-90.97307,0.02,5.021,2.021,2.021
"417,790",19.4184774742072,"413,794",14.6573616185533,"403,439,670,794",25.6909008655225,"403,794",16.3454096142113,2,"403,794",15.89313,0.008,2.018,0.018,0.018
"286,498,693,817",29.9235671149142,"271,508,695,812",11.6267232560729,"270,483,508,693,813,833",26.9000023038199,"270,508,693,813",11.7768624882305,7,"270,508,693,813",11.67668,0.032,2.03,0.03,0.03
"401,568",-28.8878371781852,"404,559",-35.2324437631731,"313,401,559,616",-19.4674208458834,"401,559",-34.852358175925,9,"401,559",-35.30738,0.012,2.009,0.009,0.009
"191,296,405,588,738,895",7.24791850987133,"160,346,348,614,733,909",-24.879902242193,"158,307,390,419,551,614,732,764,902,906",6.83095493770165,"158,307,390,551,614,732,906",-17.304253736617,2,"158,307,390,551,614,732,906",-18.61674,0.183,4.097,1.102,1.102
"267,398,683",-35.6864968622387,"268,386,679",-47.1667392950429,"200,263,398,640,687",-29.6689248060309,"263,398,687",-44.0203609168496,2,"263,398,687",-44.12108,0.017,2.008,0.008,0.008
"122,243,359,482,698,816",44.2493901556554,"146,266,336,492,719,798",30.8742693919796,"67,143,237,258,362,493,499,693,801,833",68.6320333704183,"143,258,362,493,693,833",39.1423848036811,4,"143,258,362,493,693,833",35.06105,0.119,4.061,0.072,0.072
"349,545,749",61.885705114356,"361,537,769",51.2775915580607,"340,350,540,779",77.4083260542113,"350,540,779",54.0888866889551,2,"350,540,779",54.08571,0.04,1.036,0.036,0.036
"493,821",29.3416113974594,"491,837",23.0288000908438,"469,487,825",43.1606455796227,"487,825",24.7729297208443,2,"487,825",24.77217,0.018,1.01,0.01,0.01
"103,291,501,617,747,855",39.2907466109087,"108,297,505,623,768,863",19.6838093217561,"106,131,295,316,495,500,623,744,767,874",57.219365983375,"106,295,500,623,744,874",20.9537816660697,9,"106,295,500,623,744,874",20.58731,0.05,4.036,0.036,0.036
"104,368,488,697",4.77597029913549,"103,373,478,737",-12.448401123641,"111,331,362,487,562,720,747",14.346625880719,"111,362,487,720,747",-4.14048805055759,2,"111,362,487,720,747",-4.55466,0.056,3.037,1.037,1.037
"198,330,550,778,899",97.2035062400494,"186,314,552,757",80.567758883713,"169,181,327,551,763",100.221633767208,"181,327,551,763",82.553874957093,3,"181,327,551,763,898",81.02594,1.304,0.764,1.289,0.037
"105,206,329,447,639,753,889",36.3998791297114,"106,208,324,456,634,733,905",23.7621197014052,"96,207,329,456,470,601,630,740,901,902",66.1766064309308,"96,207,329,456,630,740,901",24.821184780441,2,"96,207,329,456,630,740,901",24.81682,0.058,3.053,0.053,0.053
"250,422,634,810",-0.0576644675603504,"254,423,636,812",-4.7371406894598,"178,253,420,437,623,639,814",17.8907751004703,"253,420,437,623,639,814",8.57213646317118,4,"253,420,639,814",-4.3926,0.009,3.014,2.014,0.014
"556",69.2144913087162,"555",66.6914418835451,"526,572",74.6270832484288,"526,572",71.9134391619306,1,"526,572",71.91344,0.001,1.016,1.016,1.016
"196,784",8.64324809306048,"211,804",-5.96043623902199,"215,769,796",8.13286713167782,"215,796",-4.95928182777303,4,"215,796",-5.13975,0.035,1.031,0.031,0.031
"192,296,477",49.7332946033967,"203,300,487",45.1429734411502,"177,308,322,498",65.0332635536231,"177,308,498",49.5682905714143,2,"177,308,498",49.56685,0.025,1.048,0.048,0.048
"173,385,486,669",52.2466341185247,"179,366,505,654",40.6535897924835,"176,201,363,503,507,628,674,731,831",70.5631619124393,"176,363,507,628,674",45.6646461918385,2,"176,363,507,628,674",44.72594,0.059,5.047,1.051,1.051
"152,392,679,801",56.9988852451284,"125,386,658,837",37.5178511501207,"128,384,407,635,643,839",63.1454960764032,"128,384,643,839",38.4545785872543,2,"128,384,643,839",38.43651,0.09,2.106,0.106,0.106
"462,622",72.1162333275939,"456,629",64.7228846577858,"386,453,645",76.8602973605092,"453,645",68.0663348311453,2,"453,645",67.38269,0.013,1.032,0.032,0.032
"661,848",40.2767973497615,"670,842",37.1036035785093,"317,661,843",46.7854394443345,"661,843",38.8846518690853,3,"661,843",38.50405,0.015,1.005,0.005,0.005
"384,686",6.71997769631737,"385,689",0.0941654984674756,"309,384,683,701,722",22.8915982059253,"384,683",0.548157156752815,6,"384,683,911",0.12398,0.004,3.003,0.003,1.003
"112,227,347,570,749,863",113.299659779445,"416,563,749,857",116.87057530672,"113,223,334,418,551,640,643,746,831,867",129.89437699975,"113,223,334,418,551,643,746,867",116.468795265556,2,"113,223,334,418,551,643,746,867",115.1371,2.082,4.044,2.044,2.044
"184,379,656,888",106.764515458085,"183,368,645,892",95.419667588112,"180,368,643,652,873,890",112.26364025385,"180,368,643,890",95.5539663391539,2,"180,368,643,890",95.54968,0.027,2.021,0.03,0.03
"109,211,361,534,691",107.482977096724,"114,212,355,517,710",97.0493923622632,"102,218,356,516,527,709,733,895",128.999722659654,"102,218,356,527,709",99.938924651563,2,"102,218,356,527,709",98.79056,0.048,3.044,0.044,0.044
"267,776",-103.432248252171,"273,770",-106.997706113879,"273,759,773",-98.0797471244083,"273,759",-105.793540537967,2,"273,759",-105.87192,0.012,1.009,0.023,0.023
"356",41.2235408064306,"362",28.4264348464936,"359,380",37.2034796703521,"359",28.510443322558,2,"359",28.50558,0.006,1.003,0.003,0.003
"276,447,669,900",36.7296013375535,"269,435,688,905",24.4324123086328,"262,438,681,688,897",43.285220369789,"262,438,681,897",26.1021235732847,2,"262,438,681,897",26.10059,0.043,1.038,0.038,0.038
"856",47.2973082643643,"824",35.0299417454581,"611,821",42.5587435846359,"821",35.0584855465542,7,"821",34.9465,0.032,1.035,0.035,0.035
"115,268,373,492,647,769,871",55.7713094786225,"107,296,349,484,662,769,871",48.3250965983183,"106,116,226,270,374,483,514,627,661,768,879",95.3218303898726,"116,270,374,483,514,627,661,768,879",65.1294769816616,3,"116,270,374,483,661,768,879",52.44165,0.083,4.036,2.036,0.036
"195,403,516,725,893",34.8919681086355,"209,373,516,726,897",30.2699545272219,"193,208,371,401,523,696,736,887,896",66.6216750805009,"193,371,523,696,736,896",37.8542856294482,2,"193,371,523,696,736,896",37.34187,0.049,4.025,1.055,1.055
"419,618,764,889",82.6190960020727,"428,621,741,908",67.4260164763103,"419,613,741,745,905",88.8311567611603,"419,613,745,905",69.6341870410864,2,"419,613,745,905",69.63376,0.054,1.04,0.04,0.04
"397,641,746",66.2173122597957,"400,624,769",60.2486127452899,"137,354,410,596,623,780",75.9201298633944,"410,623,780",66.378523990743,5,"159,410,623,780",61.84693,0.043,3.065,0.065,1.065
"124,284,549,657,765,893",39.8194270966755,"126,283,548,675,772,897",29.9799770833799,"116,125,285,334,538,547,673,772,898",55.0476993985033,"125,285,538,673,772,898",31.2691121672036,2,"125,285,538,673,772,898",30.71228,0.033,3.032,0.041,0.041
"113,616,737",-0.00230600743219611,"127,620,734",-7.71624424984721,"139,204,458,591,619,735,860",16.3780734705837,"139,619,735",-5.82301916898633,2,"139,619,735",-7.22516,0.021,4.031,0.031,0.031
"141,299,412,530,710,894",-12.9546994240084,"151,304,382,513,724,900",-36.6218211679495,"141,150,166,299,381,424,505,564,699,725,814,899",4.15390260915491,"141,299,381,505,564,725,899",-28.3283769659648,3,"141,299,381,505,725,899",-34.99573,0.082,6.053,1.076,0.076
"354",-16.65990432828,"360",-21.2468910749859,"369",-11.0953251941905,"369",-19.2050589999623,9,"369",-19.32436,0.006,0.015,0.015,0.015
"548,829",53.2351047262919,"558,826",47.3465800511173,"546,824",56.9018315791474,"546,824",49.7187247785312,7,"546,824",49.67866,0.013,0.007,0.007,0.007
"197,511,652,835",28.924896802842,"201,482,675,840",13.5845155877483,"200,478,654,673,843",25.9001592552942,"200,478,673,843",13.7508313161946,2,"200,478,673,843",13.75081,0.061,1.046,0.065,0.065
"777",12.6082344408166,"782",9.38548192816105,"319,738,780",18.5741274496905,"780",9.51636382585836,4,"780",9.48456,0.005,2.003,0.003,0.003
"150,274,379,554,722",41.1964866942873,"149,270,373,575,720",32.7088304121457,"143,266,267,386,560,574,720,742",58.7952058405874,"143,267,386,574,720",33.8831551848376,2,"143,267,386,574,720",33.64882,0.034,3.029,0.043,0.043
"126,244,347,497,623,782,882",112.795913318947,"120,282,347,508,629,739,922",98.2924264845855,"103,122,249,265,352,502,507,627,738,796,911,921",140.568990346968,"122,265,352,507,627,738,911",101.999788583735,2,"122,265,352,507,627,738,911",99.48439,0.144,5.066,0.117,0.117
"278,429,826",5.89377993177994,"275,431,834",2.84150130212154,"253,446,760,835",17.818281058246,"253,446,835",7.65026173627865,2,"253,446,835",7.08277,0.013,1.051,0.051,0.051
"192,304,421,550,773,888",53.7700773584639,"193,316,427,535,770,882",49.0415627871276,"186,306,314,425,552,756,758,881,898",77.6098905983336,"186,314,425,552,756,898",50.1300267877615,2,"186,314,425,552,756,898",50.11917,0.043,3.036,0.049,0.049
"101,226,345,454,629,741,853",125.75974054004,"84,272,348,437,614,811,840",97.8011766639743,"83,127,198,271,338,351,438,461,547,634,723,791,851,898",143.916550460442,"83,271,351,438,547,634,791,851",109.030187816627,2,"83,271,351,438,547,634,791,851",104.41504,0.181,7.084,1.142,1.142
"131,238,405,534,678,789,896",82.3146556457524,"130,237,416,513,658",75.5230055851833,"122,238,291,405,408,520,521,670,798,891",98.8055734244033,"122,238,408,521,670,798,891",65.3302391174873,2,"122,238,408,521,670,798,891",65.00576,2.054,3.044,0.047,0.047
"122,255,403,566,752",91.2722090640228,"175,223,373,571,758",75.2188645643342,"113,239,241,378,398,568,760,799",118.346552336572,"113,241,398,568,760",82.6851011359499,2,"113,241,398,568,760",81.77508,0.126,3.038,0.038,0.038
"150,334,474,642,868",62.1479670088047,"162,341,486,628,862",43.5157410159757,"146,161,336,484,632,650,817,861",79.7304808475301,"161,336,484,632,650,861",51.3746836128049,2,"161,336,484,632,861",43.76596,0.051,3.031,1.038,0.04
"112,243,370,526,768,879",-30.5393425194829,"159,242,381,530,780,854",-46.44763657489,"118,145,248,373,404,512,529,552,761,900",-7.23317779913801,"118,145,248,373,404,529,761,900",-31.1807982952557,3,"145,248,373,529,761,900",-44.83939,0.1,4.045,2.045,0.072
"126",36.5199840909878,"119",32.6200913863501,"135",39.0692308283061,"135",36.7381191689999,1,"135",36.73812,0.007,0.009,0.009,0.009
"133,390,527",-12.0167602347483,"140,399,520",-19.5821454424072,"141,363,395,534,587",2.05370660424506,"141,395,534",-16.0464921329751,2,"141,395,534",-16.83883,0.023,2.02,0.02,0.02
"107,214,314,456,581,694,806",113.542695898621,"380,449,572,708,798",113.7963702864,"89,201,338,451,573,705,807",120.023143402431,"89,201,338,451,573,705,807",101.116026799999,4,"89,201,338,451,573,705,807",101.11134,2.104,0.08,0.08,0.08
"225,355,512,642,745,900",75.3473686718218,"233,360,506,650,740,905",70.0427538761645,"169,229,254,359,372,501,505,647,749,875,905",107.352264718862,"229,359,501,647,749,905",73.6786210909819,3,"229,359,501,647,749,905",70.57823,0.037,5.029,0.033,0.033
"176,300,622,804",-11.2065311717969,"150,302,636,803",-18.1407209750093,"147,314,474,631,798,814",-1.28031297936674,"147,314,631,814",-15.8691778301635,2,"147,314,631,814",-16.45565,0.043,2.058,0.062,0.062
"184,467,825",22.5918442855503,"181,461,822",16.3754787243579,"180,186,461,517,797,827",40.7281502298045,"186,461,797,827",23.9487653454437,9,"186,461,827",17.16115,0.012,3.01,1.01,0.01
"225",10.6669347717662,"226",9.87606208509161,"227",10.3713430230127,"227",10.0530964301942,5,"227",9.942,0.001,0.002,0.002,0.002
"711",55.2188018026379,"716",53.194567774642,"576,715",60.4443426953715,"715",53.1946260398509,2,"715",53.19457,0.005,1.004,0.004,0.004
"269,520,694,888",50.3430921586711,"271,515,708,878",45.4005983518819,"256,325,491,514,704,877",63.2515908504948,"256,514,704,877",47.413697222081,2,"256,514,704,877",46.85015,0.031,2.04,0.04,0.04
"242",-2.68724920599239,"249",-7.39401377052578,"256",-4.24274520360012,"256",-6.16374343337226,1,"256",-6.16374,0.007,0.014,0.014,0.014
"111,287,438,563,730,881",54.1707379410327,"123,295,439,556,731,871",31.0749822473769,"122,264,294,437,555,560,730,871,940",54.466004431963,"122,294,437,560,730,871",31.5379262921696,4,"122,294,437,560,730,871,944",30.856,0.039,3.032,0.032,1.032
"217,320,433,634,751,867",13.1565310069268,"263,322,428,626,803,853",-2.08324874684799,"179,186,261,325,431,577,629,742,771,858,907",33.5843548669264,"179,261,325,431,629,771,858,907",6.73259186517283,2,"179,261,325,431,629,771,858,907",6.60878,0.127,5.061,2.079,2.079
"220,583,687",35.2037850535975,"223,562,696",28.0260959502699,"203,223,545,710",37.2227183685472,"223,545,710",28.9271274599831,4,"223,545,710",28.87983,0.033,1.064,0.064,0.064
"122,255,412,580,694,870",103.850230660734,"117,246,442,549,709,867",88.2997154562296,"111,162,245,432,466,548,562,701,715,867,868",124.11802377929,"111,245,432,548,701,867",91.0763524967658,2,"111,245,432,548,701,867",90.11266,0.093,5.068,0.083,0.083
"107,213,368,471,675",54.0847506495938,"100,213,369,495,683",47.0002145605215,"85,100,213,368,499,643,655,682,741",73.2660142113561,"85,213,368,499,643,741",47.7042179522906,2,"85,213,368,499,643,741",47.15127,0.04,4.042,1.082,1.082
"126",27.4435204243858,"149",20.7298554278826,"164,503",29.2114899054865,"164",21.5806278628801,7,"164",21.39176,0.023,1.038,0.038,0.038
"136,337,444,610,736",49.2020791315154,"140,334,443,667,668",34.5208231311951,"137,153,332,444,598,619,718,741,870,894",71.0741890607384,"137,332,444,619,718",37.3920705643253,2,"137,332,444,619,718",37.01523,0.133,5.02,0.033,0.033
"640",53.4252987163533,"651",47.1286616373673,"624,651",54.6562477698239,"651",47.1784916359671,2,"651",47.17468,0.011,1.011,0.011,0.011
"168,357,535,700,856",122.208147952077,"181,366,512,728,870",110.944718018396,"180,356,368,512,601,707,733,873",136.198738183426,"180,356,512,707,873",112.67179564452,2,"180,356,512,707,873",112.22739,0.087,3.06,0.06,0.06
"149,257,448,594,749,851",82.789841417106,"155,310,428,576,762,852",58.1866803281944,"155,253,311,427,443,575,700,733,760,852,863",93.623993631734,"155,311,427,575,760,852",61.7513742224712,2,"155,311,427,575,760,852",58.28322,0.111,5.046,0.112,0.112
"102,255,651",17.6552258947919,"101,256,656",11.7538700342718,"285,656",33.3678623727105,"88,285,656",21.1244353978473,3,"88,285,656",18.66169,0.007,1.188,0.049,0.049
"884",19.5534321636794,"883",15.8661068329009,"804,869",29.9487830334711,"869",17.4675824043116,6,"869",17.18486,0.001,1.015,0.015,0.015
"275,476,756,896",66.0612983389189,"287,454,776,896",54.8113035912707,"267,470,754,896",77.0903621003944,"267,470,754,896",59.2196376360547,2,"267,470,754,896",59.21963,0.054,0.016,0.016,0.016
"267,397,567,718,865",38.9358641894609,"272,399,557,714,860",23.449092144932,"261,399,401,545,596,712,860",43.671744605091,"261,401,545,596,712,860",27.8485860983032,2,"261,401,545,596,712,860",27.84849,0.026,2.041,1.043,1.043
"151,346,511,732",24.2012167628116,"149,331,520,736",12.9707603325744,"133,149,323,383,519,735,760,860",39.4557142910697,"149,323,519,735",13.2651389470625,6,"149,323,519,735",13.03249,0.03,4.036,0.036,0.036
"140,240,352,471,630,756,889",25.0978911219797,"213,214,349,464,604,790,869",2.72457883670945,"143,236,348,464,473,609,634,745,788,874,913",39.6471729989636,"143,236,348,464,609,745,788,874",14.0635359434366,10,"143,236,348,464,609,788,874",8.38955,0.189,4.043,1.065,0.086
"175,308,611,721,828",79.6188783989958,"168,308,642,691,817",63.7825388718158,"132,167,310,330,555,637,710,821",89.1029573338937,"167,310,555,637,710,821",71.8085318484069,3,"167,310,637,710,821",66.16371,0.079,3.054,1.054,0.054
"118",105.530411927405,"108",102.203820872249,"137",114.878248255596,"137",109.32653679792,2,"137",109.32652,0.01,0.019,0.019,0.019
"108,212,589",57.8199900547978,"240,591",48.7694404097237,"238,305,588,648",62.7869706428012,"238,588",48.8683731512797,1,"238,588",48.86837,1.134,1.224,1.131,1.131
"200,314,433,546,684,800",48.3442026073684,"197,326,392,577,635,802",33.9114539263391,"194,322,392,423,546,549,636,682,801",57.6560874421203,"194,322,392,423,549,682,801",43.7451437549677,3,"194,322,392,549,682,801",35.6084,0.138,3.027,1.03,0.061
"782,897",27.9775723688965,"784,895",26.1029651681007,"765,899",39.9363721476253,"765,899",30.5203073567077,3,"628,765,899",28.83347,0.004,0.019,0.019,1.019
"180,712,883",38.3902290338538,"173,717,880",29.0883822852656,"177,674,716,881",46.4693312894526,"177,674,716,881",35.8232057015933,3,"177,716,881",29.54938,0.015,1.009,1.009,0.009
"870",61.4112995837837,"894",52.4218098807885,"827,885",61.2182258358859,"885",53.1742960059848,4,"885",53.13607,0.024,1.015,0.015,0.015
"142",-10.3693575145806,"142",-10.8287125576237,"141,188,577",3.80782195261106,"141",-10.7469226686349,8,"141",-11.12764,0,2.001,0.001,0.001
"446,766",124.330552986483,"430,770",117.547751702713,"422,767,769",131.582944469886,"422,769",118.104220830726,1,"422,769",118.10422,0.02,1.025,0.027,0.027
