"true_model","true_slope","true_nknots","true_means","bic_true_model","flasso","slope_flasso","slope_OLS_flasso","nknots_flasso","bic_flasso","adaflasso","slope_adaflasso","slope_OLS_adaflasso","nknots_adaflasso","bic_adaflasso","iter2flasso","slope_iter2flasso","slope_OLS_iter2flasso","nknots_iter2flasso","bic_iter2flasso","iter3flasso","slope_iter3flasso","slope_OLS_iter3flasso","nknots_iter3flasso","bic_iter3flasso","iter4flasso","slope_iter4flasso","slope_OLS_iter4flasso","nknots_iter4flasso","bic_iter4flasso","iter5flasso","slope_iter5flasso","slope_OLS_iter5flasso","nknots_iter5flasso","bic_iter5flasso","iter6flasso","slope_iter6flasso","slope_OLS_iter6flasso","nknots_iter6flasso","bic_iter6flasso","iter7flasso","slope_iter7flasso","slope_OLS_iter7flasso","nknots_iter7flasso","bic_iter7flasso","iter8flasso","slope_iter8flasso","slope_OLS_iter8flasso","nknots_iter8flasso","bic_iter8flasso","iter9flasso","slope_iter9flasso","slope_OLS_iter9flasso","nknots_iter9flasso","bic_iter9flasso","iter10flasso","slope_iter10flasso","slope_OLS_iter10flasso","nknots_iter10flasso","bic_iter10flasso"
"213,448,781",0.005,3,"0,-2.0676,0.2308,-2.149",7029.61048455947,"212,413,415,447,448,455,456,476,486,778,781",0.00368547189797904,0.00421899256608548,11,7133.52730510094,"212,448,781",0.00445940407400139,0.00461738567470577,3,7021.42267395981,"212,448,781",0.00461738566966668,0.00461738567470577,3,7020.78577257377,"212,448,781",0.00461738567331176,0.00461738567470577,3,7020.78577257378,"212,448,781",0.00461738567543628,0.00461738567470577,3,7020.78577257379,"212,448,781",0.00461738567161356,0.00461738567470577,3,7020.78577257377,"212,448,781",0.00461738567141461,0.00461738567470577,3,7020.78577257377,"212,448,781",0.00461738567390862,0.00461738567470577,3,7020.78577257378,"212,448,781",0.00461738567608998,0.00461738567470577,3,7020.78577257379,"212,448,781",0.0046173856712725,0.00461738567470577,3,7020.78577257377,"212,448,781",0.00461738567626051,0.00461738567470577,3,7020.78577257379
"142,332,506,663,865",0.005,5,"0,1.8296,-0.1886,-2.3219,-4.5468,-2.0545",7026.96590633614,"142,155,156,332,471,506,521,663,833,843,865,868",0.0030945418726299,0.00506471835407851,12,7147.89184572456,"142,332,506,663,865",0.0045795756348646,0.00491367966149203,5,7022.6999973948,"142,332,506,663,865",0.00491367966096358,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966021751,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966219282,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966193702,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966042357,0.00491367966149203,5,7021.78698232447,"142,332,506,663,865",0.00491367966069358,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966230651,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966136859,0.00491367966149203,5,7021.78698232448,"142,332,506,663,865",0.00491367966193702,0.00491367966149203,5,7021.78698232448
"365,799",0.005,2,"0,-2.2172,-0.2133",6901.51109014251,"365,367,790,793,799,803,812,825",0.00465722627374189,0.0048131197111298,8,6985.62078636584,"367,799",0.00497249362458825,0.00496158756620613,2,6893.40400231252,"367,799",0.00496158756773704,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158756773704,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158756796442,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158756614543,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158756819179,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158757046553,0.00496158756620613,2,6893.35653324159,"367,799",0.00496158756932866,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158756682755,0.00496158756620613,2,6893.35653324158,"367,799",0.00496158756580437,0.00496158756620613,2,6893.35653324158
"251,448,612,842",0.005,4,"0,1.7121,-0.1102,-2.4462,-4.129",6980.57523364249,"122,155,238,250,251,267,291,293,448,458,602,605,607,612,832,834,842",0.00189978157470511,0.00410847590067689,17,7169.55307449837,"251,448,612,842",0.00423140464356992,0.00457749867590438,4,6978.43765669149,"251,448,612,842",0.00457749867554828,0.00457749867590438,4,6977.69101031771,"251,448,612,842",0.00457749867566197,0.00457749867590438,4,6977.6910103177,"251,448,612,842",0.00457749867458194,0.00457749867590438,4,6977.69101031771,"251,448,612,842",0.00457749867350192,0.00457749867590438,4,6977.6910103177,"251,448,612,842",0.00457749867458194,0.00457749867590438,4,6977.69101031771,"251,448,612,842",0.0045774986762304,0.00457749867590438,4,6977.6910103177,"251,448,612,842",0.00457749867435457,0.00457749867590438,4,6977.6910103177,"251,448,612,842",0.0045774986771399,0.00457749867590438,4,6977.6910103177,"251,448,612,842",0.00457749867486616,0.00457749867590438,4,6977.6910103177
"125,227,365,488,626,759,899",0.005,7,"0,2.4867,0.379,-1.6422,-0.0204,-2.3905,-3.9091,-2.2374",6959.16282385463,"92,114,116,125,128,222,227,229,261,262,364,365,480,488,626,627,730,748,759,877,886,892,899",0.00144802912235148,0.00412952428205911,23,7230.12595558174,"125,227,364,488,626,759,899",0.00215630850445305,0.0039794029132079,7,6961.70440111829,"125,227,364,488,626,759,899",0.00397940291297954,0.0039794029132079,7,6951.20706671073,"125,227,364,488,626,759,899",0.00397940291434378,0.0039794029132079,7,6951.20706671074,"125,227,364,488,626,759,899",0.00397940291394587,0.0039794029132079,7,6951.20706671074,"125,227,364,488,626,759,899",0.00397940291428694,0.0039794029132079,7,6951.20706671074,"125,227,364,488,626,759,899",0.0039794029124111,0.0039794029132079,7,6951.20706671073,"125,227,364,488,626,759,899",0.00397940291195635,0.0039794029132079,7,6951.20706671073,"125,227,364,488,626,759,899",0.00397940291275216,0.0039794029132079,7,6951.20706671073,"125,227,364,488,626,759,899",0.00397940291354797,0.0039794029132079,7,6951.20706671074,"125,227,364,488,626,759,899",0.00397940291252479,0.0039794029132079,7,6951.20706671073
"643,888",0.005,2,"0,1.661,3.5382",6941.69201206695,"643,645,868,888,894",0.0056936519041792,0.00474090504594209,5,7003.07051897213,"643,888,894",0.00494391371139867,0.00478604084504398,3,6945.75590621678,"643,888",0.00512562142765489,0.00479920609848197,2,6942.04486527018,"643,888",0.00479920609839834,0.00479920609848197,2,6936.15077167569,"643,888",0.00479920609819939,0.00479920609848197,2,6936.15077167569,"643,888",0.00479920609782991,0.00479920609848197,2,6936.15077167569,"643,888",0.00479920609976258,0.00479920609848197,2,6936.15077167569,"643,888",0.00479920609709094,0.00479920609848197,2,6936.15077167569,"643,888",0.00479920609760253,0.00479920609848197,2,6936.15077167569,"643,888",0.0047992060980857,0.00479920609848197,2,6936.15077167569,"643,888",0.0047992060983415,0.00479920609848197,2,6936.15077167569
"145,252,391,524,664,780,883",0.005,7,"0,-2.0571,-3.5892,-1.4272,-3.0565,-0.7679,0.8216,-1.3191",7048.14021034067,"145,250,252,257,390,391,394,405,412,522,663,664,668,735,745,783,881,882,889,898",0.00254833926596907,0.00437519265958715,20,7242.41202041172,"145,250,391,522,664,783,889",0.00236458068021887,0.00461400544147349,7,7051.66073001885,"145,250,391,522,664,783,889",0.00461400544382786,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400544243519,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400544144043,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.0046140054406162,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400543984882,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400544243519,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400543962144,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400544337311,0.00461400544147349,7,7034.04100003337,"145,250,391,522,664,783,889",0.00461400544559,0.00461400544147349,7,7034.04100003338
"229,516,710",0.005,3,"0,1.998,0.026,1.7782",6931.37838970566,"229,473,500,502,516,521,712",0.00783503221938998,0.00610362453524644,7,7054.16193264849,"229,516,712",0.00596656934895388,0.00578333223476458,3,6918.88917019559,"229,516,712",0.00578333223360324,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223563539,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223405799,0.00578333223476458,3,6918.48839837109,"229,516,712",0.00578333223634593,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223458379,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223339008,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223456958,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223370272,0.00578333223476458,3,6918.48839837108,"229,516,712",0.00578333223437063,0.00578333223476458,3,6918.48839837108
"155,260,378,497,649,781,897",0.005,7,"0,2.2011,0.3412,-1.4085,-3.4979,-1.8279,-4.2925,-2.5423",7028.7044371366,"97,129,154,155,156,260,366,378,379,494,495,497,500,501,633,648,649,652,781,891,894,895,896",0.00145308314023272,0.00323757440245476,23,7357.81918841047,"156,260,379,495,648,781,896",0.00406919240945966,0.00426524444549925,7,7014.82389968601,"156,260,379,495,648,781,896",0.00426524444446259,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444358152,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444685002,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444670791,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444380889,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444568473,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444295624,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444619632,0.00426524444549925,7,7013.28636779651,"156,260,379,495,648,781,896",0.00426524444557104,0.00426524444549925,7,7013.28636779651
"160,490",0.005,2,"0,-2.4852,-0.6002",6992.956269653,"145,160,161,162,163,490",0.00591090677654954,0.00549380810280482,6,7063.14834389025,"163,490",0.00550544623449581,0.00544781700735576,2,6991.28263045254,"163,490",0.00544781700313594,0.00544781700735576,2,6986.1096771489,"163,490",0.0054478170042728,0.00544781700735576,2,6986.10967714888,"163,490",0.00544781701314038,0.00544781700735576,2,6986.10967714887,"163,490",0.00544781700791078,0.00544781700735576,2,6986.10967714887,"163,490",0.00544781700745604,0.00544781700735576,2,6986.10967714888,"163,490",0.00544781701404987,0.00544781700735576,2,6986.10967714886,"163,490",0.00544781700631917,0.00544781700735576,2,6986.10967714889,"163,490",0.00544781700131695,0.00544781700735576,2,6986.1096771489,"163,490",0.00544781700677392,0.00544781700735576,2,6986.10967714889
"200,415,625,809",0.005,4,"0,-2.0379,-4.5094,-6.4453,-4.2794",6969.28106635217,"198,200,202,415,430,625,762,809,818,823,908,913,930",0.00158360418799947,0.0046135265771871,13,7116.4472394607,"200,415,430,625,809",0.0037934095798855,0.00523445432129277,5,6978.75808571668,"200,415,625,809",0.00451507927522315,0.00482506394129473,4,6966.67426328845,"200,415,625,809",0.00482506394035228,0.00482506394129473,4,6966.26766558442,"200,415,625,809",0.00482506394148915,0.00482506394129473,4,6966.26766558442,"200,415,625,809",0.00482506394126178,0.00482506394129473,4,6966.26766558442,"200,415,625,809",0.00482506394262602,0.00482506394129473,4,6966.26766558442,"200,415,625,809",0.00482506394080703,0.00482506394129473,4,6966.26766558441,"200,415,625,809",0.00482506393921541,0.00482506394129473,4,6966.26766558441,"200,415,625,809",0.00482506394308076,0.00482506394129473,4,6966.26766558442,"200,415,625,809",0.00482506394137546,0.00482506394129473,4,6966.26766558442
"175,304,542,792",0.005,4,"0,1.5718,3.1153,5.4713,3.007",7064.19865598402,"175,178,263,296,307,327,542,543,546,774,788,792,843,858",0.0087444538272565,0.00578087940237945,14,7198.77821418028,"175,178,296,542,546,788,792",0.00718078476795749,0.00626494742254602,7,7078.01133483743,"178,296,542,788,792",0.00804512072628031,0.00644435882060278,5,7067.33042457615,"178,296,542,788,792",0.00644435881815122,0.00644435882060278,5,7051.76551275914,"178,296,542,788,792",0.00644435882025442,0.00644435882060278,5,7051.76551275913,"178,296,542,788,792",0.00644435882457452,0.00644435882060278,5,7051.76551275912,"178,296,542,788,792",0.00644435882522822,0.00644435882060278,5,7051.76551275912,"178,296,542,788,792",0.00644435882278395,0.00644435882060278,5,7051.76551275912,"178,296,542,788,792",0.00644435881758278,0.00644435882060278,5,7051.76551275913,"178,296,542,788,792",0.00644435882099339,0.00644435882060278,5,7051.76551275912,"178,296,542,788,792",0.00644435881670171,0.00644435882060278,5,7051.76551275913
