"true_model","bic_true_model","PELT","bic_PELT","knots_BS","bic_BS","knots_WBS","bic_WBS","flasso","bic_flasso","adaflasso","bic_adaflasso","best_iter","changepoints","min_bic_flasso","distance_pelt","distance_wbs","distance_bs","distance_flasso","distance_adaflasso","distance_best_iter_flasso"
"251,501,751",6987.57574239598,"93,251,333,500,593,751,905",108.045886084716,"93,251,333,500,593,751,905",108.045886084716,"93,251,333,500,593,751,905",108.045886084716,"249,251,254,450,484,487,500,501,506,507,537,751",7122.66197667244,"251,500,751",6984.37941682406,2,"251,500,751",6983.70439,4.001,4.001,4.001,9,0.001,0.001
"251,501,751",6998.29262939034,"137,251,352,501,658,751,890",148.265321757358,"137,251,352,501,658,751,890",148.265321757358,"137,251,352,501,658,751,973",149.691527300549,"236,248,251,501,751",7068.0379619804,"251,501,751",6995.6996729756,2,"251,501,751",6995.67672,4,4,4,2,0,0
"251,501,751",7004.24172681944,"99,250,425,499,586,751,822",132.410918237714,"99,250,425,499,586,751,822",132.410918237714,"99,250,425,503,586,751,822",133.096835669954,"250,251,480,499,503,504,506,751",7074.26382574098,"250,499,751",6993.94025276229,2,"250,499,751",6993.13647,4.003,4.003,4.003,5.002,0.003,0.003
"251,501,751",6911.22171155832,"99,251,302,501,626,751,899",48.0107908704347,"99,252,302,501,626,751,899",48.989636797601,"99,252,302,501,626,751,899",48.989636797601,"251,252,490,491,499,501,528,533,552,751",7037.15368419247,"251,501,751",6910.0049047118,2,"251,501,751",6909.11188,4,4.001,4.001,7,0,0
"251,501,751",6953.92064261884,"220,252,387,501,636,753,959",79.2303006150484,"220,252,387,501,636,753,959",79.2303006150484,"220,252,387,501,636,753,959",79.2303006150484,"251,252,253,477,501,752,753",7015.26386235797,"252,501,753",6937.68566934186,2,"252,501,753",6937.58144,4.003,4.003,4.003,4.001,0.003,0.003
"251,501,751",6956.80549959935,"135,251,361,500,625,751,829,940",87.6074760470336,"135,251,361,500,625,751,829,940",87.6074760470336,"135,251,361,500,625,751,829,940",87.6074760470336,"251,468,470,499,500,501,507,508,510,535,746,751,752",7112.7142368927,"251,500,751",6952.67070691047,2,"251,500,751",6951.53703,5.001,5.001,5.001,10,0.001,0.001
"251,501,751",6891.36926318342,"157,252,383,501,643,751,934",42.7089165491951,"157,252,383,501,643,751,934",42.7089165491951,"157,252,383,501,643,751,934",42.7089165491951,"250,251,252,501,516,521,524,751",6966.19099557495,"252,501,751",6888.52932680204,2,"252,501,751",6888.4629,4.001,4.001,4.001,5,0.001,0.001
"251,501,751",6994.78470654975,"82,211,251,458,502,586,751,919",129.138901546957,"82,211,251,458,502,586,751,919",129.138901546957,"82,251,458,502,586,751,919",129.573464579853,"245,248,251,439,501,502,506,751",7094.13072270916,"251,501,751",6998.60051784691,2,"251,501,751",6991.2619,5.001,4.001,5.001,5,0,0
"251,501,751",6990.54169022665,"215,251,378,501,669,751,843",114.00551908892,"131,249,378,501,669,751,843",115.270061269244,"224,249,378,501,669,751,843",116.864392185371,"244,249,251,253,261,501,504,751",7093.11300383128,"251,501,751",6983.07786353453,2,"251,501,751",6980.95024,4,4.002,4.002,5,0,0
"251,501,751",6924.73301710525,"90,251,380,501,660,747,840",59.5709614266251,"90,251,380,501,660,747,840",59.5709614266251,"90,251,380,501,660,747,840",59.5709614266251,"249,251,253,254,493,497,501,542,745,746,747,750,751",7096.67168909814,"251,501,751",6931.78176084357,2,"251,501,751",6919.61668,4.004,4.004,4.004,10,0,0
"251,501,751",6997.77868947399,"91,251,368,499,623,751,930",129.376709033986,"91,251,368,499,623,751,930",129.376709033986,"91,251,368,499,623,751,930",129.376709033986,"249,250,251,258,498,499,501,510,751",7082.85932629473,"251,499,751",6991.49484785541,2,"251,499,751",6987.91874,4.002,4.002,4.002,6,0.002,0.002
"251,501,751",6880.9716653184,"111,251,357,506,660,751,785,910",17.2915645965611,"111,251,357,501,660,708,751,776,910",27.6771452904769,"111,251,357,506,662,751,776,910",18.2851855892287,"243,251,257,501,505,506,509,751,755,776,777",6980.76479043859,"251,501,506,751,776",6873.44823784712,2,"251,501,506,751,776",6873.28116,5.005,5.005,6,8,2,2
"251,501,751",6992.14264201407,"135,252,413,501,621,751,946",109.938987480228,"135,252,413,501,621,751,946",109.938987480228,"135,252,413,501,621,751,946",109.938987480228,"252,483,494,501,751,752",7051.75534772522,"252,501,751",6983.66785149216,2,"252,501,751",6983.62946,4.001,4.001,4.001,3.001,0.001,0.001
"251,501,751",6941.33587015078,"91,251,388,502,557,725,751,903",64.8307000150354,"91,251,388,502,557,725,751,903",64.8307000150354,"91,251,388,502,557,725,751,903",64.8307000150354,"249,251,252,253,270,499,500,502,725,751",7037.87788378251,"251,502,751",6938.57829812722,2,"251,502,751",6937.40679,5.001,5.001,5.001,7.001,0.001,0.001
"251,501,751",6905.1670836271,"21,251,353,499,620,751,856",41.7835297494153,"21,251,353,499,620,751,856",41.7835297494153,"21,166,251,353,499,620,751,856",40.8527776536763,"247,251,269,486,496,499,501,502,528,750,751,765",7031.95448839618,"251,499,751",6904.59748398411,2,"251,499,751",6902.30772,4.002,5.002,4.002,9,0.002,0.002
"251,501,751",6942.20042181001,"199,251,397,501,610,711,751,874",76.2420112361426,"199,251,397,501,623,711,751,874",77.3892051364103,"199,251,397,501,623,711,751,874",77.3892051364103,"251,468,481,501,751",7008.29948926139,"251,501,751",6935.30870485679,2,"251,501,751",6935.25316,5,5,5,2,0,0
"251,501,751",6922.86036514089,"122,252,374,502,588,751,791",51.2460414104003,"122,251,374,502,588,751,791",51.9988019686945,"107,251,374,502,588,751,791,925",52.0440078729317,"251,252,461,487,494,495,500,502,505,511,518,747,751,757",7095.15683438565,"252,502,751",6920.09332893696,2,"252,502,751",6916.27946,4.002,5.001,4.001,11.001,0.002,0.002
"251,501,751",6961.54298016301,"119,251,364,503,642,752,827",80.3731414796992,"119,251,364,503,642,748,827",83.0366532456765,"119,251,364,503,642,748,827",83.0366532456765,"251,431,440,444,501,503,512,747,748,751,752",7066.88731827874,"251,503,752",6949.99984745809,2,"251,503,752",6949.88926,4.003,4.005,4.005,8,0.003,0.003
"251,501,751",6877.05527357011,"96,250,314,501,591,750,890",14.1225887441259,"96,250,314,501,591,749,890",14.9297983216796,"96,250,314,501,591,749,890",14.9297983216796,"248,250,251,501,503,507,749,750,751",7015.69171093382,"251,501,751",6879.2541279979,2,"251,501,751",6875.51917,4.002,4.003,4.003,6,0,0
"251,501,751",6933.74874830243,"60,251,300,499,616,751,920",70.1843409931195,"60,251,300,499,616,751,920",70.1843409931195,"60,251,300,499,616,751,920",70.1843409931195,"249,251,261,462,482,498,499,501,526,556,748,751",7071.32603420917,"251,499,751",6925.34794743996,2,"251,499,751",6922.10662,4.002,4.002,4.002,9,0.002,0.002
"251,501,751",6962.55670518571,"218,251,376,500,628,751,810,922",99.5634118901296,"218,249,376,500,628,751,855",100.324386339235,"218,249,376,500,751,855",100.366031093953,"218,249,251,252,259,261,495,500,502,510,590,751,765",7102.49727491756,"249,500,751",6958.99122851533,2,"249,500,751",6956.12297,5.001,3.003,4.003,10.001,0.003,0.003
"251,501,751",6864.59994332464,"163,251,362,501,612,750,807",-19.9408383697897,"163,251,362,501,612,750,807",-19.9408383697897,"163,251,311,501,750,807",-10.4043210678193,"211,251,477,501,750,777",6911.46731796345,"251,501,750",6850.6792198732,2,"251,501,750",6850.40715,4.001,3.001,4.001,3.001,0.001,0.001
"251,501,751",6949.20003244731,"93,251,382,501,618,751,863",87.4732841436478,"93,252,382,501,618,751,863",88.4507672966095,"93,252,382,501,618,751,863",88.4507672966095,"244,246,251,252,472,489,501,502,505,751",7074.32065873448,"244,252,501,751",6952.95298059542,3,"252,501,751",6943.25881,4,4.001,4.001,7,1.001,0.001
"251,501,751",6922.11275074838,"165,251,384,501,660,752,826",64.2363323176071,"165,251,384,501,660,752,826",64.2363323176071,"165,251,384,501,660,752,826",64.2363323176071,"251,256,501,507,508,752",6989.55691176614,"251,501,752",6913.14619659524,2,"251,501,752",6912.88214,4.001,4.001,4.001,3.001,0.001,0.001
"251,501,751",7019.33770555372,"151,251,393,501,583,750,952",156.46434469388,"151,251,393,501,583,750,952",156.46434469388,"151,251,393,501,583,750,952",156.46434469388,"251,270,481,501,521,750,753",7088.52588036011,"251,501,750",7013.52959478669,2,"251,501,750",7013.48219,4.001,4.001,4.001,4.001,0.001,0.001
"251,501,751",7032.12056123263,"158,251,463,499,650,752,847",147.739805839329,"158,251,463,502,650,752,847",148.291739969483,"158,251,474,502,650,752,847",151.306017957094,"249,251,482,499,502,516,531,730,752,753",7139.71358856235,"251,502,752",7030.27587123325,2,"251,502,752",7026.33722,4.003,4.002,4.002,7.002,0.002,0.002
"251,501,751",6921.14339207869,"122,252,392,501,651,751,913",63.7712338970697,"122,252,392,501,651,751,913",63.7712338970697,"122,252,337,501,651,751,913",64.9776947405393,"247,248,252,501,502,536,559,751",7016.77633764561,"247,252,501,751",6927.68866853713,3,"252,501,751",6917.93531,4.001,4.001,4.001,5.001,1.001,0.001
"251,501,751",6968.55669080891,"144,251,436,501,647,751,848",91.4524348179648,"144,250,436,501,647,749,848",91.8778057830479,"144,250,436,501,647,749,848",91.8778057830479,"248,250,251,500,501,503,504,749,751",7107.77366949724,"248,250,501,751",6976.54232188462,3,"250,501,751",6962.65609,4,4.003,4.003,6,1.001,0.001
"251,501,751",6977.37244823407,"71,251,392,491,501,629,751,858",110.708262657125,"71,251,443,491,501,629,754,900",112.32407007088,"71,251,443,491,501,629,754,900",112.32407007088,"251,501,523,525,727,728,750,751,754",7058.58978986794,"251,501,754",6977.85749270961,2,"251,501,754",6976.96349,5,5.003,5.003,6,0.003,0.003
"251,501,751",6964.48802190257,"104,253,409,501,594,750,881",90.154270652645,"104,253,409,501,594,752,881",90.9118003558557,"104,253,409,501,594,752,881",90.9118003558557,"251,252,253,486,501,504,510,746,749,750,751,752",7079.82121886311,"253,501,752",6961.73117279944,2,"253,501,752",6955.93869,4.003,4.003,4.003,9,0.003,0.003
"251,501,751",6888.75257927937,"135,251,500,609,751,914",10.4887774223707,"135,250,500,609,751,914",11.0793672699226,"135,250,500,609,751,914",11.0793672699226,"250,251,480,500,502,751,752,754",7013.81893492337,"250,500,751",6884.15412980189,2,"250,500,751",6883.3155,3.001,3.002,3.002,5.001,0.002,0.002
"251,501,751",6974.17461894402,"166,251,317,450,501,617,751,835",93.3625700100451,"166,251,354,501,617,751,835",93.7560424940105,"166,251,354,501,617,751",95.8527832811706,"249,251,491,501,544,750,751,760",7065.22251087404,"251,501,751",6965.56032974686,2,"251,501,751",6964.44531,5,3,4,5,0,0
"251,501,751",7017.16185274577,"128,251,442,501,726,751,799,937",146.355925793822,"128,251,442,501,726,751,799,937",146.355925793822,"128,251,501,726,751,937",153.409443349117,"251,501,502,514,569,570,731,751,755",7135.31102629012,"251,501,751",7012.96698545714,2,"251,501,751",7012.90418,5,3,5,6,0,0
"251,501,751",6966.24386225672,"109,251,394,500,635,751,922",96.3371430202947,"109,251,394,500,635,751,922",96.3371430202947,"109,251,394,500,635,751,922",96.3371430202947,"251,254,455,491,500,501,574,751",7053.52043244627,"251,500,751",6962.072501214,2,"251,500,751",6962.05083,4.001,4.001,4.001,5,0.001,0.001
"251,501,751",6958.94332231755,"146,251,395,501,662,751,852",84.9411134337417,"146,251,395,501,662,751,852",84.9411134337417,"146,251,395,501,662,751,851",85.0392661473105,"251,257,492,498,501,502,504,506,730,751",7052.75406051442,"251,501,751",6957.02897480546,2,"251,501,751",6956.12504,4,4,4,7,0,0
"251,501,751",6934.08794719893,"185,251,398,501,530,663,751,932",46.2998985354034,"185,251,398,501,530,640,751,932",47.7989240557134,"185,251,350,501,530,640,751,932",48.7391269182823,"251,252,499,501,751,752",6990.42948610335,"251,501,751",6927.92829530551,2,"251,501,751",6927.91064,5,5,5,3,0,0
"251,501,751",6912.8133156262,"79,251,481,500,626,751,849",53.0591700383939,"79,251,481,501,626,751,849",54.8385231092915,"79,251,481,500,626,751,849",53.0591700383939,"251,500,501,751",6981.50410903353,"251,501,751",6912.19066235019,2,"251,501,751",6908.71863,4.001,4.001,4,1,0,0
"251,501,751",6944.92658049996,"60,252,454,501,619,750,880",58.1115922823713,"60,252,454,501,619,751,880",58.5741204764748,"60,252,454,501,575,751,880",60.0053369103284,"252,498,501,532,750,751",6993.47352071548,"252,501,750",6944.21632846651,2,"252,501,750",6936.08367,4.002,4.001,4.001,3.001,0.002,0.002
"251,501,751",6974.89523315614,"165,251,369,501,658,752,911",95.8383875652021,"165,251,369,501,658,752,911",95.8383875652021,"165,251,369,501,658,752,911",95.8383875652021,"248,251,501,526,751,752",7035.9446657276,"251,501,751",6976.08183012002,2,"251,501,751",6963.65676,4.001,4.001,4.001,3,0,0
"251,501,751",6907.23883949917,"119,251,335,501,576,745,764,910",21.0367843446837,"119,251,335,501,576,745,764,910",21.0367843446837,"119,251,335,501,576,748,760,910",26.9375046516734,"249,251,495,496,497,501,502,513,748,751,760,764",7020.14217528496,"251,501,748,764",6902.24375848816,3,"251,501,764",6895.06722,5.006,5.003,5.006,9,1.003,0.013
"251,501,751",6851.21316713798,"102,252,442,501,535,751,888",-5.21922309197191,"102,252,442,501,535,751,888",-5.21922309197191,"102,252,442,501,717,751,888",-3.53530901928566,"252,501,502,507,563,751,752",6951.14094646241,"252,501,752",6846.7896020251,2,"252,501,752",6845.74945,4.001,4.001,4.001,4.001,0.002,0.002
"251,501,751",6919.21382377199,"113,251,381,501,676,751,865",51.0079775950347,"113,251,381,501,676,751,865",51.0079775950347,"113,251,381,501,676,751,865",51.0079775950347,"240,250,251,255,453,489,493,501,503,525,544,572,750,751,757,764",7092.54190886766,"251,501,572,751",6921.91896192826,3,"251,501,751",6917.3401,4,4,4,13,1,0
"251,501,751",6883.56393891666,"58,251,384,501,645,751,918",22.6315820842382,"58,251,384,501,645,751,918",22.6315820842382,"58,251,384,501,645,751,918",22.6315820842382,"250,251,498,501,520,751,752,754",6999.05404994638,"251,501,751",6879.63786776654,2,"251,501,751",6879.62211,4,4,4,5,0,0
"251,501,751",6989.14161190579,"43,251,280,500,733,751,845",115.302040723444,"43,251,280,498,733,751,845",115.302134620115,"43,251,500,733,751,845",116.815834519045,"251,456,459,498,500,503,505,520,521,536,733,737,745,751,760,764,800",7178.5484600915,"251,498,751",6984.05498272896,2,"251,498,751",6982.22673,4.001,3.001,4.003,14.001,0.003,0.003
"251,501,751",6926.5500833669,"160,252,348,501,563,751,804,922",56.9755325692306,"160,245,348,501,563,751,920",60.876751597168,"160,245,348,501,563,751,920",60.876751597168,"245,252,494,501,525,602,751,765",7001.68067833472,"252,501,751",6925.40765611023,2,"252,501,751",6917.01782,5.001,4.006,4.006,5.001,0.001,0.001
"251,501,751",6904.57460170622,"145,251,344,500,600,751,815,967",43.091260763451,"145,251,344,500,600,751,933",44.3661970794359,"145,251,344,500,600,751,933",44.3661970794359,"241,242,251,256,496,500,501,504,519,565,751,763",7019.50018722877,"251,500,751",6897.46183192645,2,"251,500,751",6893.86216,5.001,4.001,4.001,9,0.001,0.001
"251,501,751",6978.18938146794,"142,247,381,502,640,751,945",104.669735969992,"142,247,381,502,640,751,945",104.669735969992,"142,247,381,502,640,751,945",104.669735969992,"247,250,251,499,501,502,507,751",7103.52312261734,"247,501,502,751",6980.1650215615,3,"247,502,751",6967.04612,4.005,4.005,4.005,5,1.004,0.005
"251,501,751",6922.13762445136,"145,251,415,500,667,751",55.0849909677228,"145,251,415,500,667,751",55.0849909677228,"145,251,415,500,667,751",55.0849909677228,"251,496,500,508,517,553,751",7006.50972146091,"251,500,751",6917.75901121726,2,"251,500,751",6915.01434,3.001,3.001,3.001,4.001,0.001,0.001
"251,501,751",6940.53450496575,"193,252,375,501,633,753,881",71.7268464257188,"193,252,375,501,633,753,881",71.7268464257188,"252,375,501,633,753,881",77.6491238573928,"250,252,457,460,501,502,512,522,740,752,753,757",7055.8467062776,"252,501,753",6930.32562500188,2,"252,501,753",6929.70361,4.003,3.003,4.003,9.002,0.003,0.003
"251,501,751",6870.49241180955,"94,251,339,502,585,751,833",8.41207725895136,"94,251,339,502,585,750,833",8.81880193348101,"94,251,339,502,585,750,833",8.81880193348101,"251,252,255,257,476,502,503,750,751,753,756,761",7001.22384102107,"251,502,751",6862.88706397229,2,"251,502,751",6861.9838,4.001,4.002,4.002,9.001,0.001,0.001
"251,501,751",6986.64858020661,"72,251,343,499,567,750,920",118.667008078505,"72,251,343,499,567,750,920",118.667008078505,"72,251,343,499,750,920",120.361907501566,"251,494,499,500,501,518,540,743,750,751",7094.21207237035,"251,499,751",6984.33283816328,2,"251,499,751",6982.83174,4.003,3.003,4.003,7,0.002,0.002
"251,501,751",6938.53435084846,"122,251,338,501,604,750,823",93.0668065010139,"122,251,338,501,604,750,823",93.0668065010139,"122,251,338,501,604,750,823",93.0668065010139,"239,242,251,252,473,485,501,505,750,751,770",7060.61279576421,"251,501,750",6935.50062470169,2,"251,501,750",6933.43523,4.001,4.001,4.001,8,0.001,0.001
"251,501,751",6999.48899734899,"167,251,344,501,670,751,853",121.936809125889,"167,251,344,501,670,751,853",121.936809125889,"167,251,344,501,670,751,853",121.936809125889,"251,438,460,462,466,497,499,501,507,751",7115.90895956803,"251,501,751",6992.62861802087,2,"251,501,751",6992.5541,4,4,4,7,0,0
"251,501,751",6973.2259174345,"171,251,366,500,657,751,851",85.9856082207823,"171,257,366,500,657,751,851",86.4686619925377,"171,257,366,500,657,751,851",86.4686619925377,"245,246,251,257,491,498,500,508,751",7088.21545742315,"246,257,500,751",6968.93482257959,2,"246,257,500,751",6968.89087,4.001,4.007,4.007,6.001,1.006,1.006
"251,501,751",6975.39549830705,"108,251,357,501,607,751,837,992",116.1320818082,"108,251,357,501,607,751,837,992",116.1320818082,"108,251,357,501,607,751,837",117.724639816958,"251,484,496,501,749,751",7061.91982099626,"251,501,751",6970.47298537812,2,"251,501,751",6970.46527,5,4,5,3,0,0
"251,501,751",6927.99810345249,"93,208,251,396,501,610,748,817",65.1056140619418,"93,208,251,396,501,610,750,817",68.3098854332094,"93,251,396,501,610,750,817",69.8856094320438,"248,250,251,456,501,526,528,533,748,750",7053.19527229473,"251,501,748",6922.46284740719,2,"251,501,748",6920.62602,5.003,4.001,5.001,7.001,0.003,0.003
"251,501,751",7035.07721907729,"170,253,345,346,501,653,751,814",148.207658480744,"170,254,331,501,653,751,814",149.393392390117,"170,254,345,501,653,751,814",149.562962913557,"251,253,254,488,501,507,538,750,751,766",7144.37957196803,"254,501,751",7023.5998255315,2,"254,501,751",7022.95981,5.002,4.003,4.003,7,0.003,0.003
"251,501,751",6955.13586608384,"210,251,376,501,633,751,873",84.2190691448741,"210,251,376,501,633,751,873",84.2190691448741,"210,251,376,501,633,751,787",89.122476351094,"251,501,506,744,751",7008.32012424088,"251,501,751",6948.63185629268,2,"251,501,751",6948.60741,4,4,4,2,0,0
"251,501,751",7025.59428079954,"122,251,381,500,685,750,870",135.998417662023,"122,251,381,500,685,750,870",135.998417662023,"251,381,500,685,750,870",136.510893379607,"251,499,500,503,528,750,751,764",7131.48855780978,"251,500,750",7009.47501702964,2,"251,500,750",7009.28474,4.002,3.002,4.002,5.001,0.002,0.002
"251,501,751",6954.20360883577,"87,251,391,501,663,751,921",89.449859166266,"87,251,391,501,663,751,921",89.449859166266,"87,251,391,501,663,751,921",89.449859166266,"251,254,490,500,501,510,751",7069.67264074352,"251,501,751",6953.02415949175,2,"251,501,751",6952.32859,4,4,4,4,0,0
"251,501,751",6988.69592559142,"145,251,281,456,501,582,751,943",125.947578872232,"145,251,281,399,501,582,749,943",129.938621168229,"145,251,399,501,582,749,943",131.078395138462,"249,251,253,266,499,501,749,750,751,754",7131.2601322205,"251,501,749,754",6999.88847570446,3,"251,501,754",6988.93661,5,4.002,5.002,7,1.002,0.003
"251,501,751",7017.75882069576,"83,252,385,501,581,751,963",153.735657914087,"83,252,385,501,581,751,963",153.735657914087,"83,252,385,501,581,751,963",153.735657914087,"251,252,496,499,501,504,751,752,754",7172.73290036944,"252,501,751",7017.1954135775,2,"252,501,751",7012.50675,4.001,4.001,4.001,6,0.001,0.001
"251,501,751",6938.79949315333,"58,242,317,499,592,751,868",60.7002601026541,"58,242,317,499,592,749,868",63.3384368881323,"58,242,317,499,592,749,868",63.3384368881323,"242,251,253,496,498,499,501,738,746,749,751,770",7066.51548936664,"242,253,499,751",6936.39694603046,3,"242,499,751",6931.25783,4.011,4.013,4.013,9,1.004,0.011
"251,501,751",6908.36557012031,"139,251,379,501,672,751,932",34.1594572211803,"139,251,379,501,672,749,932",38.0931815173438,"139,251,379,501,672,749,932",38.0931815173438,"235,248,250,251,269,499,501,504,514,531,749,750,751",7073.46180871322,"251,501,751",6901.83322096303,2,"251,501,751",6901.65146,4,4.002,4.002,10,0,0
"251,501,751",7009.72986822962,"94,251,318,502,556,751,837",130.339870276444,"94,251,318,502,556,751,837",130.339870276444,"94,251,318,502,545,751,837",130.716910463656,"251,259,488,489,499,500,502,503,510,748,751,758",7175.99617674073,"251,502,510,751",7017.75190431071,3,"251,502,751",7004.10995,4.001,4.001,4.001,9.001,1.001,0.001
"251,501,751",6966.34293120702,"129,251,332,501,636,754,880",84.0420793138376,"129,251,332,501,636,751,880",84.3866098004042,"129,251,332,501,636,751,880",84.3866098004042,"251,258,449,454,497,498,499,501,504,505,520,521,540,544,571,751,754",7190.79873381928,"251,499,505,754",6976.90853759964,3,"251,499,754",6962.99743,4.003,4,4,14,1.005,0.005
"251,501,751",6941.50289639366,"65,251,376,501,588,710,751,929",84.2470237429375,"65,252,376,501,588,709,751,929",85.7724047218225,"65,252,376,501,588,709,751,797,929",85.4174984410229,"251,252,254,477,487,501,512,515,730,740,742,751",7066.41242700102,"251,501,751",6937.00800147647,2,"251,501,751",6936.48249,5,6.001,5.001,9,0,0
"251,501,751",6971.62878764851,"156,251,361,501,596,750,793",106.659669992784,"156,251,361,501,596,750,793",106.659669992784,"156,251,361,501,596,750,791",107.324011889011,"250,251,500,501,503,525,744,750,764",7073.77770917905,"251,501,750",6962.61819788012,2,"251,501,750",6962.40782,4.001,4.001,4.001,6.001,0.001,0.001
"251,501,751",6928.52566139057,"91,250,373,501,611,750,831",68.6307600308509,"91,250,373,501,611,750,831",68.6307600308509,"91,250,373,501,611,750,831",68.6307600308509,"239,250,257,267,477,480,491,497,499,501,526,750,751",7070.63355961646,"250,501,750",6924.34123939475,2,"250,501,750",6920.30325,4.002,4.002,4.002,10.001,0.002,0.002
"251,501,751",6972.09089427848,"172,251,427,502,557,692,751,790",115.213408400502,"172,251,427,502,557,692,751,790",115.213408400502,"172,251,427,502,557,751,790",116.798911764167,"240,248,251,484,500,502,506,515,517,519,751,776",7088.09611185958,"251,502,751",6962.39177904744,2,"251,502,751",6961.82618,5.001,4.001,5.001,9.001,0.001,0.001
"251,501,751",7028.32975223887,"116,251,410,502,645,750,863",154.603956079298,"116,251,410,502,645,750,863",154.603956079298,"116,251,410,502,645,750,863",154.603956079298,"250,251,502,540,547,744,750,758",7089.9645670905,"250,502,750",7025.6915105006,2,"250,502,750",7016.64153,4.002,4.002,4.002,5.002,0.003,0.003
"251,501,751",7036.56345641874,"132,250,360,501,604,751,858",167.478464646478,"132,250,360,501,604,751,858",167.478464646478,"132,250,360,501,604,751,858",167.478464646478,"247,250,251,496,501,751,752,754,756",7123.67930540206,"250,496,501,751",7038.45777140938,3,"250,501,751",7029.16098,4.001,4.001,4.001,6,1.001,0.001
"251,501,751",7052.58257884587,"135,245,394,501,642,751,842",180.412848607135,"148,251,394,501,642,751,842",182.439680443385,"148,251,394,501,642,751,842",182.439680443385,"245,248,251,252,460,493,494,501,503,507,515,522,749,751",7237.02921668758,"245,501,751",7043.70138498303,2,"245,501,751",7043.36011,4.006,4,4,11,0.006,0.006
"251,501,751",6997.54766593985,"200,251,359,502,595,751,907",113.259989055715,"200,251,359,502,595,751,907",113.259989055715,"200,251,359,502,595,751,907",113.259989055715,"250,251,461,475,478,500,501,502,529,751,752",7111.69050956352,"251,502,751",6988.29228640931,2,"251,502,751",6987.98477,4.001,4.001,4.001,8,0.001,0.001
"251,501,751",7005.098123961,"213,251,386,501,617,751,881",147.173241836135,"213,251,386,503,617,751,881",147.187572388221,"213,251,386,501,617,751,881",147.173241836135,"251,501,503,506,751",7120.18030719926,"251,501,751",7008.25098144439,2,"251,501,751",7004.25684,4,4,4.002,2,0,0
"251,501,751",7024.21200691495,"89,251,346,501,643,751,814,992",176.76340561915,"89,251,346,501,643,751,814,992",176.76340561915,"89,251,346,501,643,751,814",176.463312381043,"251,468,493,500,501,502,750,751,752,792",7121.29843430644,"251,501,750",7023.45367177705,2,"251,501,750",7021.49356,5,4,5,7,0.001,0.001
"251,501,751",6908.14340627957,"109,251,411,499,558,716,751,903",29.285889978974,"109,251,411,499,622,751,903",34.4768414398918,"109,251,411,499,622,751,903",34.4768414398918,"250,251,473,498,499,501,744,751,754",7000.46828872221,"251,501,751",6908.88772879052,2,"251,501,751",6899.69898,5.002,4.002,4.002,6,0,0
"251,501,751",6996.83776417566,"39,254,356,501,659,751,866",112.036994887639,"39,254,356,501,659,751,866",112.036994887639,"39,254,356,501,659,751,866",112.036994887639,"254,486,499,501,504,748,751",7076.38338361296,"254,501,751",6983.06848080035,2,"254,501,751",6982.76559,4.003,4.003,4.003,4.003,0.003,0.003
"251,501,751",6966.16205758133,"124,251,334,499,628,755,870",85.9415468542866,"124,251,334,499,628,750,870",93.1270052968192,"124,251,334,499,628,750,870",93.1270052968192,"242,251,450,497,499,515,533,750,755",7064.36556965493,"251,499,755",6947.53724144075,2,"251,499,755",6947.34014,4.006,4.003,4.003,6.003,0.006,0.006
"251,501,751",7021.54574179012,"112,251,417,501,605,751,881",161.780583162543,"112,254,417,501,605,751,881",162.844183239966,"112,254,418,501,605,751,881",162.932249496709,"249,251,254,477,484,501,540,751,754",7144.09029305733,"251,501,751",7025.10867260144,2,"251,501,751",7018.44626,4,4.003,4.003,6,0,0
"251,501,751",6920.81698296912,"187,251,272,452,500,618,751,908",44.6088638163896,"187,251,272,424,500,618,751,908",46.1390753184089,"251,272,424,500,618,731,738,751,908",48.5783248518608,"250,251,254,272,500,501,731,751,756,763",7024.18853157555,"251,500,751",6912.93868622442,2,"251,500,751",6912.3855,5.001,6.001,5.001,7,0.001,0.001
"251,501,751",6935.21540870046,"137,251,430,500,636,753,872",69.6616449828309,"137,251,430,500,636,750,872",70.624131033359,"137,251,430,500,636,750,872",70.624131033359,"249,251,255,479,483,500,501,750,753,754",7049.47943782117,"251,500,750",6926.948565849,2,"251,500,750",6925.83811,4.003,4.002,4.002,7.001,0.002,0.002
"251,501,751",6951.44262655007,"151,251,366,501,618,751,913",94.1370362140514,"151,251,366,501,618,751,913",94.1370362140514,"151,251,366,501,618,751,913",94.1370362140514,"251,485,488,491,500,501,511,751",7079.01821501374,"251,501,751",6946.78849072534,2,"251,501,751",6946.29418,4,4,4,5,0,0
"251,501,751",6962.14933422888,"164,251,389,501,672,751,910",80.7848702043275,"164,251,389,501,672,751,910",80.7848702043275,"164,251,389,501,672,751,910",80.7848702043275,"251,474,496,497,501,751",7039.50500458676,"251,501,751",6960.62022649123,2,"251,501,751",6960.56579,4,4,4,3,0,0
"251,501,751",6942.19206088808,"106,250,430,501,606,749,796,892",71.7503553681696,"106,250,430,501,606,753,892",76.8393535296368,"106,250,430,501,606,753,892",76.8393535296368,"240,250,251,487,501,506,511,520,562,749,753,759,785,796",7087.03795795058,"250,501,749",6939.39909162137,2,"250,501,749",6934.04707,5.003,4.003,4.003,11.002,0.003,0.003
